Word,Definition
listen,hear with intention
quotation,a short note recognizing a source of information or of a quoted passage
temporary,a worker (especially in an office) hired on a temporary basis
applauding,clap one's hands or shout after performances to indicate approval
overflowing,flow or run over (a limit or brim)
film,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
crisis,an unstable situation of extreme danger or difficulty
agree,be in accord; be in agreement
shown,give an exhibition of to an interested audience
traditional,consisting of or derived from tradition
reporting,the news as presented by reporters for newspapers or radio or television
remove,degree of figurative distance or separation;  or
registered,record in writing; enter into a book of names or events or transactions
serving,an individual quantity of food or drink taken as part of a meal
schedule,a temporally organized plan for matters to be attended to
organizing,create (as an entity)
willing,the act of making a choice
finish,a decorative texture or appearance of a surface (or the substance that gives it that appearance)
awkward,causing inconvenience
someday,some unspecified time in the future
adds,a condition (mostly in boys) characterized by behavioral and learning disorders
cornered,gain control over
diagonal,(geometry) a straight line connecting any two vertices of a polygon that are not adjacent
purge,the act of clearing yourself (or another) from some stigma or charge
gather,sewing consisting of small folds or puckers made by pulling tight a thread in a line of stitching
wrist,a joint between the distal end of the radius and the proximal row of carpal bones
disobey,refuse to go along with; refuse to follow; be disobedient
circulate,become widely known and passed on
enthusiastic,having or showing great excitement and interest
cats,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats
forces,a powerful effect or influence
removed,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract"
forbidden,command against
gulped,to swallow hurriedly or greedily or in one draught
verge,a region marking a boundary
recall,a request by the manufacturer of a defective product to return the product (as for replacement or repair)
newsstand,a stall where newspapers and other periodicals are sold
quick,any area of the body that is highly sensitive to pain (as the flesh underneath the skin or a fingernail or toenail)
searched,"try to locate or discover, or try to establish the existence of"
retain,hold back within
segregated,separate by race or religion; practice a policy of racial segregation
mixers,a party of people assembled to promote sociability and communal activity
race,any competition
communist,a member of the communist party
supporting,the act of bearing the weight of or strengthening
ashamed,feeling shame or guilt or embarrassment or remorse
faces,the front of the human head from the forehead to the chin and ear to ear
slammed,close violently
scold,someone (especially a woman) who annoys people by constantly finding fault
terrified,fill with terror; frighten greatly
cheeseburger,a hamburger with melted cheese on it
onion,the bulb of an onion plant
rings,gymnastic apparatus consisting of a pair of heavy metal circles (usually covered with leather) suspended by ropes; used for gymnastic exercises
handful,a small number or amount
barely,only a very short time before; ; ; ; ; - W.B.Yeats
cherry,wood of any of various cherry trees especially the black cherry
bat,nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate
swearing,profane or obscene expression usually of surprise or anger
mistaken,identify incorrectly
ages,how long something has existed
skip,a gait in which steps and hops alternate
truthfully,with truth
sides,a place within a region identified relative to a center or reference location
mothers,a woman who has given birth to a child (also used as a term of address to your mother)
voters,a citizen who has a legal right to vote
contacted,be in or establish communication with
win,a victory (as in a race or other competition)
poll,an inquiry into public opinion conducted by interviewing a random sample of people
tax,charge against a citizen's person or property or activity for the support of government
listing,a database containing an ordered array of items (names or topics)
addresses,(computer science) the code that identifies where a piece of information is stored
frantically,in an uncontrolled manner
round,a charge of ammunition for a single shot
beamed,smile radiantly; express joy through one's facial expression
persuasive,intended or having the power to induce action or belief
copied,copy down as is
polls,the place where people vote
rides,a journey in a vehicle (usually an automobile)
provide,give something useful or necessary to
organized,create (as an entity)
seventeen,the cardinal number that is the sum of sixteen and one
tires,hoop that covers a wheel
letting,property that is leased or rented out or let
nixed,command against
dropping,let fall to the ground
takes,the income or profit arising from such transactions as the sale of land or other property
stacked,load or cover with stacks
energized,cause to be alert and energetic
rally,a large gathering of people intended to arouse enthusiasm
saints,a person who has died and has been declared a saint by canonization
simple,any herbaceous plant having medicinal properties
greet,express greetings upon meeting someone
contacting,be in or establish communication with
worth,an indefinite quantity of something having a specified value
gathering,a group of persons together in one place
sinners,a person who sins (without repenting)
separate,a separately printed article that originally appeared in a larger publication
hesitant,lacking decisiveness of character; unable to act or decide quickly or firmly
signing,language expressed by visible hand gestures
dialing,operate a dial to select a telephone number
cooking,the act of preparing something (as food) by the application of heat
free,people who are free
signatures,your name written in your own handwriting
collected,get or gather together
handle,the appendage to an object that is designed to be held in order to use or move it
recalled,recall knowledge from memory; have a recollection
copies,a reproduction of a written record (e.g. of a legal or school record)
clerk,"an employee who performs clerical work (e.g., keeps records or accounts)"
county,(United Kingdom) a region created by territorial division for the purpose of local government
joke,a humorous anecdote or remark intended to provoke laughter
remind,put in the mind of someone
savables,unavailable
mark,a number or letter indicating quality (especially of a student's performance)
upper,the higher of two berths
halo,an indication of radiant light drawn around the head of a saint
cities,a large and densely populated urban area; may include several independent administrative districts
snatch,a small fragment
key,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated
nines,the cardinal number that is the sum of eight and one
recite,recite in elocution
slipping,move stealthily
keys,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated
easily,with ease (`easy' is sometimes used informally for `easily')
bushes,a low woody perennial plant usually having several major stems
hiding,the activity of keeping something secret
burly,muscular and heavily built
lifted,raise from a lower to a higher position
compelled,force somebody to do something
swelled,"increase in size, magnitude, number, or intensity"
size,the physical magnitude of something (how big it is)
cooked,prepare a hot meal
sausages,highly seasoned minced meat stuffed in casings
inkling,a slight suggestion or vague understanding
splitting,separate into parts or portions
touch,the event of something coming in contact with the body
celebrate,behave as expected during of holidays or rites
finishing,a decorative texture or appearance of a surface (or the substance that gives it that appearance)
migraine,a severe recurring vascular headache; occurs more frequently in women than men
following,a group of followers or enthusiasts
screamed,utter a sudden loud cry
glove,the handwear used by fielders in playing baseball
ignition,the process of initiating combustion or catching fire
spread,process or result of distributing or extending over a wide expanse of space
belongings,something owned; any tangible or intangible possession that is owned by someone
loose,grant freedom to; free from confinement
ends,either extremity of something that has length
register,an official written record of names or events or transactions
crazy,someone deranged and possibly dangerous
running,(American football) a play in which a player attempts to carry the ball through or past the opposing team
compartment,a space into which an area is subdivided
shot,the act of firing a projectile
hunting,the pursuit and killing or capture of wild animals regarded as a sport
fishing,the act of someone who fishes as a diversion
chimed,emit a sound
bells,a hollow device made of metal that makes a ringing sound when struck
stolen,take without the owner's consent
self,your consciousness of your own identity
backed,be behind; approve of
allow,make it possible through a specific action or lack of action for something to happen
hotcake,a flat cake of thin batter fried on both sides on a griddle
entering,a movement into or inward
miles,"a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters"
moaned,"indicate pain, discomfort, or displeasure"
wicked,morally bad in principle or practice
supporter,a person who backs a politician or a team etc.
witch,a female sorcerer or magician
receiver,set that receives radio or tv signals
borrow,get temporarily
road,an open way (generally public) for travel or transportation
speeches,the act of delivering a formal spoken communication to an audience
listener,someone who listens attentively
squishy,easily squashed; resembling a sponge in having soft porous texture and compressibility
squish,the noise of soft mud being walked on
shoes,a particular situation
mud,water soaked soil; soft wet earth
scene,the place where some action occurs
division,an army unit large enough to sustain combat
symmetrical,"having similarity in size, shape, and relative position of corresponding parts"
perfectly,completely and without qualification; used informally as intensifiers
fractions,a component of a mixture that has been separated by a fractional process
topic,the subject matter of a conversation or discussion
cloud,"any collection of particles (e.g., smoke or dust) or gases that is visible"
repeat,an event that repeats
promised,make a promise or commitment
fail,fail to do something; leave something undone
planned,have the will and intention to carry out some action
sympathy,an inclination to support or be loyal to or to agree with an opinion
preview,an advertisement consisting of short scenes from a motion picture that will appear in the near future
honeymoon,a holiday taken by a newly married couple
spit,a narrow strip of land that juts out into the sea
peanut,underground pod of the peanut vine
butter,an edible emulsion of fat globules made by churning milk or cream; for cooking and table use
jelly,an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods
wedding,the social event at which the ceremony of marriage is performed
flair,a natural talent
flat,a level tract of land
particular,a fact about some part (as opposed to general)
blinded,render unable to see
grease,a thick fatty oil (especially one used to lubricate machinery)
dirt,the part of the earth's surface consisting of humus and disintegrated rock
endearment,the act of showing affection
swoon,a spontaneous loss of consciousness caused by insufficient blood to the brain
whipped,beat severely with a whip or rod
cream,the best people or things in a group
sprinkles,bits of sweet chocolate used as a topping on e.g. ice cream
castor,a multiple star with 6 components; second brightest in Gemini; close to Pollux
oil,a slippery or viscous liquid or liquefiable substance not miscible with water
grin,a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement
actual,presently existing in fact and not merely potential or possible
involve,connect closely and often incriminatingly
forgotten,dismiss from the mind; stop remembering
excitement,the feeling of lively and cheerful joy
thrill,the swift release of a store of affective force
gentleman,a man of refinement
mopped,to wash or wipe with or as if with a mop
mess,a state of confusion and disorderliness
totally,to a complete degree or to the full or entire extent (`whole' is often used informally for `wholly')
grossed,"earn before taxes, expenses, etc."
date,the specified day of the month
soggy,(of soil) soft and watery
napkins,a small piece of table linen that is used to wipe the mouth and to cover the lap in order to protect clothing
wants,a state of extreme poverty
partner,a person's partner in marriage
giggled,laugh nervously
photo,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material
reassure,cause to feel sure; give reassurance to
explosions,a violent release of energy caused by a chemical or nuclear reaction
occasion,an event that occurs at a critical time
bomb,an explosive device fused to explode under specific conditions
harm,any physical damage to the body caused by violence or accident or fracture etc.
visible,capable of being seen; or open to easy view
clearly,without doubt or question
dad,an informal term for a father; probably derived from baby talk
yearbook,a book published annually by the graduating class of a high school or college usually containing photographs of faculty and graduating students
considered,deem to be
hoped,expect and wish
sleeping,the state of being asleep
wreck,something or someone that has suffered ruin or dilapidation
steal,an advantageous purchase
famous,widely known and esteemed
argue,present reasons and arguments
dent,an appreciable consequence (especially a lessening)
seconds,1/60 of a minute; the basic unit of time adopted under the Systeme International d'Unites
egging,throw eggs at
stoop,an inclination of the top half of the body forward and downward
winding,the act of winding or twisting
ballot,a document listing the alternatives that is used in voting
sample,a small part of something intended as representative of the whole
mimeographing,print copies from (a prepared stencil) using a mimeograph
lots,a large number or amount
clasped,hold firmly and tightly
warmth,the sensation caused by heat energy
pleasure,a fundamental feeling that is hard to define but that people desire to experience
rid,relieve from
lately,in the recent past
sad,experiencing or showing sorrow or unhappiness; ; - Christina Rossetti
cheered,give encouragement to
lose,"fail to keep or to maintain; cease to have, either physically or in an abstract sense"
lost,people who are destined to die soon
flower,a plant cultivated for its blooms or blossoms
irritated,"cause annoyance in; disturb, especially by minor irritations"
tiniest,very small
muffins,a sweet quick bread baked in a cup-shaped pan
couch,an upholstered seat for more than one person
gesturing,"show, express or direct through movement"
normal,something regarded as a normative example
broke,terminate
yellow,yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons
choked,"breathe with great difficulty, as when experiencing a strong emotion"
burnt,destroy by fire
broken,terminate
grateful,feeling or showing gratitude
led,diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used
glared,look at with a fixed gaze
introduce,cause to come to know personally
sip,a small drink
wrinkled,gather or contract into wrinkles or folds; pucker
smoke,a cloud of fine particles suspended in a gas
wafted,"be driven or carried along, as by the air"
forgetting,dismiss from the mind; stop remembering
handsome,pleasing in appearance especially by reason of conformity to ideals of form and proportion; ; ; ; - Thackeray; - Lillian Hellman
citizens,a native or naturalized member of a state or other political community
commie,a socialist who advocates communism
flowed,move or progress freely as if in a stream
pi,the ratio of the circumference to the diameter of a circle; approximately equal to 3.14159265358979323846...
stump,the base part of a tree that remains standing after the tree has been felled
damage,the occurrence of a change for the worse
mustache,an unshaved growth of hair on the upper lip
sucked,draw into the mouth by creating a practical vacuum in the mouth
backyard,the grounds in back of a house
covered,provide with a covering or cause to be covered
+,unavailable
factored,resolve into factors
juice,the liquid part that can be extracted from plant or animal tissue by squeezing or cooking
=,unavailable
corrected,make right or correct
filling,any material that fills a space or container
correctly,in an accurate manner
correct,make right or correct
embarrassed,cause to be embarrassed; cause to feel self-conscious
haircut,the style in which hair has been cut
strange,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird
addition,a component that is added to something to improve it
equation,a mathematical statement that two expressions are equal
factor,anything that contributes causally to a result
nonstop,a flight made without intermediate stops between source and destination
cheat,weedy annual grass often occurs in grainfields and other cultivated land; seeds sometimes considered poisonous
aunt,the sister of your father or mother; the wife of your uncle
bedroom,a room used primarily for sleeping
dream,a series of mental images and emotions occurring during sleep
force,a powerful effect or influence
crashing,fall or come down violently
tiaras,a jeweled headdress worn by women on formal occasions
diamond,a transparent piece of diamond that has been cut and polished and is valued as a precious gem
makeup,cosmetics applied to the face to improve or change your appearance
bricks,rectangular block of clay baked by the sun or in a kiln; used as a building or paving material
exploding,cause to burst with a violent release of energy
results,a phenomenon that follows and is caused by some previous phenomenon
rouge,makeup consisting of a pink or red powder applied to the cheeks
cheeks,either side of the face below the eyes
fourths,following the third position; number four in a countable series
certainly,definitely or positively (`sure' is sometimes used informally for `surely')
repaid,pay back
scraping,(usually plural) a fragment scraped off of something and collected
garbage,food that is discarded (as from a kitchen)
lied,a German art song of the 19th century for voice and piano
joy,the emotion of great happiness
appointed,create and charge with a task or function
x2,unavailable
sidewalk,walk consisting of a paved area for pedestrians; usually beside a street or roadway
awkwardly,in an awkward manner
installed,set up for use
pack,a large indefinite number
lion,large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male
alpha,the 1st letter of the Greek alphabet
sipping,drink in sips
limp,the uneven manner of walking that results from an injured leg
slight,a deliberate discourteous act (usually as an expression of anger or disapproval)
rain,water falling in drops from vapor condensed in the atmosphere
glancing,throw a glance at; take a brief look at
officers,any person in the armed services who holds a position of authority or command
streak,an unbroken series of events
hatred,the emotion of intense dislike; a feeling of dislike so strong that it demands action
blazed,shine brightly and intensively
aware,(sometimes followed by `of') having or showing knowledge or understanding or realization or perception
hip,either side of the body below the waist and above the thigh
rubbing,the resistance encountered when one body is moved in contact with another
slunk,walk stealthily
roared,"make a loud noise, as of wind, water, or vehicles"
deserved,be worthy or deserving
recent,"approximately the last 10,000 years"
involving,connect closely and often incriminatingly
stronger,having strength or power greater than average or expected
files,a set of related records (either written or electronic) kept together
check,a written order directing a bank to pay money
barked,speak in an unfriendly tone
fingertips,the end (tip) of a finger
unlocked,open the lock of
protest,a formal and solemn declaration of objection
knocking,the sound of knocking (as on a door or in an engine or bearing)
lawn,a field of cultivated and mowed grass
initials,the first letter of a word (especially a person's name)
property,something owned; any tangible or intangible possession that is owned by someone
poor,people without possessions or wealth (considered as a group)
accused,a defendant in a criminal proceeding
spelled,orally recite the letters of or give the spelling of
truck,an automotive vehicle suitable for hauling
stored,keep or lay aside for future use
hospital,a health facility where patients receive treatment
mute,a deaf person who is unable to speak
stirred,move an implement through
gain,a quantity that is added
clumsy,lacking grace in movement or posture
leg,a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle
army,a permanent organization of the military land forces of a nation or state
passive,the voice used to indicate that the grammatical subject of the verb is the recipient (not the source) of the action denoted by the verb
hated,dislike intensely; feel antipathy or aversion towards
disconnected,pull the plug of (electrical appliances) and render inoperable
cute,attractive especially by means of smallness or prettiness or quaintness
sidekick,a close friend who accompanies his buddies in their activities
locker,a storage compartment for clothes and valuables; usually it has a lock
vicious,(of persons or their actions) able or disposed to inflict pain or suffering
spats,a quarrel about petty points
actually”—i,unavailable
dive,a cheap disreputable nightclub or dance hall
crime,(criminal law) an act punishable by law; usually considered an evil act
wallflower,any of numerous plants of the genus Erysimum having fragrant yellow or orange or brownish flowers
sharing,using or enjoying something jointly with others
listens,hear with intention
evidence,your basis for belief or disbelief; knowledge on which to base belief
deserves,be worthy or deserving
charge,an impetuous rush toward someone or something
marching,the act of marching; walking with regular steps (especially in a procession of some kind)
junior,term of address for a disrespectful and annoying male
highs,a lofty level or position or degree
major,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain
sound,the particular auditory effect produced by a given cause
surprise,the astonishment you feel when something totally unexpected happens to you
reverse,a relation of direct opposition
protesters,a person who dissents from some established policy
mixing,the act of mixing together
politics,social relations involving intrigue to gain authority or power
received,get something; come into possession of
huh,unavailable
downtown,the central area or commercial center of a town or city
hearts,a form of whist in which players avoid winning tricks containing hearts or the queen of spades
purged,oust politically
flag,emblem usually consisting of a rectangular piece of cloth of distinctive design
seal,fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters
foot,the part of the leg of a human being below the ankle joint
raise,the amount a salary is increased
steady,a person loved by another person
determination,"the act of determining the properties of something, usually by research or calculation"
blocked,render unsuitable for passage
streets,a thoroughfare (usually including sidewalks) that is lined with buildings
spring,the season of growth
tense,a grammatical category of verbs used to express distinctions of time
burger,United States jurist appointed chief justice of the United States Supreme Court by Richard Nixon (1907-1995)
rainy,(of weather) wet by periods of rain
agent,an active and efficient cause; capable of producing a certain effect
readers,a person who enjoys reading
encouragement,the expression of approval and support
mom,informal terms for a mother
comments,a statement that expresses a personal opinion or belief or adds information
o'clock,according to the clock
emergency,a sudden unforeseen crisis (usually involving danger) that requires immediate action
acknowledgments,the state or quality of being recognized or acknowledged
pleasant,affording pleasure; being in harmony with your taste or likings
shop,a mercantile establishment for the retail sale of goods or services
staff,personnel who assist their superior in carrying out an assigned task
fantastic,ludicrously odd
librarians,a professional person trained in library science and engaged in library services
countless,too numerous to be counted
babysitting,the work of a baby sitter; caring for children when their parents are not home
deadline,the point in time at which something must be completed
household,a social unit living together
quoting,repeat a passage from
query,an instance of questioning
patience,good-natured tolerance of delay or incompetence
refer,make reference to
ambiguous,open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead
glimpse,a quick look
blamed,put or pin the blame on
conclusions,a position or opinion or judgment reached after consideration
cheering,encouragement in the form of cheers from spectators
swear,utter obscenities or profanities
endured,put up with something or somebody unpleasant
abuse,cruel or inhumane treatment
sketchy,giving only major points; lacking completeness
era,a period marked by distinctive character or reckoned from a fixed point or event
state,the territory occupied by one of the constituent administrative districts of a nation
extreme,the furthest or highest degree of something
harassment,a feeling of intense annoyance caused by being tormented
versions,an interpretation of a matter from a particular viewpoint
daily,a newspaper that is published every day
reality,all of your experiences that determine how things appear to you
express,mail that is distributed by a rapid and efficient system
gratitude,a feeling of thankfulness and appreciation
embattled,fortify by furnishing with battlements for defense
silence,the state of being silent (as when no one is speaking)
monkeys,any of various long-tailed primates (excluding the prosimians)
sooner,a native or resident of Oklahoma
films,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
prevent,keep from happening or arising; make impossible
learning,the cognitive process of acquiring skill or knowledge
warriors,someone engaged in or experienced in warfare
integrate,make into a whole or make part of a whole
finding,"the act of determining the properties of something, usually by research or calculation"
view,a way of regarding situations or topics etc.
offices,place of business where professional or clerical duties are performed
administrative,of or relating to or responsible for administration
bombs,an explosive device fused to explode under specific conditions
struggle,an energetic attempt to achieve something
contrast,"the opposition or dissimilarity of things that are compared; ,"
bigotry,the intolerance and prejudice of a bigot
impression,a vague idea in which some confidence is placed
sophomore,a second-year undergraduate
remained,stay the same; remain in a certain state
appreciation,understanding of the nature or meaning or quality or magnitude of something
deepest,relatively deep or strong; affecting one deeply
editor,a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine)
hoses,socks and stockings and tights collectively (the British include underwear)
amazing,affect with wonder
outrageous,grossly offensive to decency or morality; causing horror
city,a large and densely populated urban area; may include several independent administrative districts
wagon,any of various kinds of wheeled vehicles drawn by an animal or a tractor
campaign,a race between candidates for elective office
obvious,easily perceived by the senses or grasped by the mind
fiction,a literary work based on the imagination and not necessarily on fact
historical,of or relating to the study of history
unavoidable,impossible to avoid or evade:
eventually,after an unspecified period of time or an especially long delay
convicted,find or declare guilty
token,an individual instance of a type of symbol
previous,just preceding something else in time or order
linked,make a logical or causal connection
voices,the distinctive quality or pitch or condition of a person's speech
drowned,cover completely or make imperceptible
queries,an instance of questioning
especially,to a distinctly greater extent or degree than is common
portrayal,a word picture of a person's appearance and character
accurate,conforming exactly or almost exactly to fact or to a standard or performing with total accuracy
historically,throughout history
interviewed,"conduct an interview in television, newspaper, and radio reporting"
fictional,related to or involving literary fiction
characters,an imaginary person represented in a work of fiction (play or film or story)
poetic,of or relating to poetry
license,a legal document giving official permission to do something
african,a native or inhabitant of Africa
interviews,the questioning of a person (or a conversation in which information is elicited); often conducted by journalists
based,use as a basis for; found on
bombing,an attack by dropping bombs
event,something that happens at a given place and time
backdrop,scenery hung at back of stage
protagonist,a person who backs a politician or a team etc.
published,put into print
organizers,a person who brings order and organization to an enterprise
memories,something that is remembered
receiving,get something; come into possession of
consider,deem to be
limiting,the grammatical relation that exists when a word qualifies the meaning of the phrase
reasons,a rational motive for a belief or action
compelling,force somebody to do something
stories,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
forget,dismiss from the mind; stop remembering
bringing,the act of delivering or distributing something (as goods or mail)
scores,a large number or amount
email,(computer science) a system of world-wide electronic communication in which a computer user can compose a message at one terminal that can be regenerated at the recipient's terminal when the recipient logs in
adults,a fully developed person from maturity onward
centered,center upon
volunteering,tell voluntarily
flamingos,large pink to scarlet web-footed wading bird with down-bent bill; inhabits brackish lakes
zebras,any of several fleet black-and-white striped African equines
elephant,five-toed pachyderm
gorillas,largest anthropoid ape; terrestrial and vegetarian; of forests of central west Africa
types,a subdivision of a particular kind of thing
substitute,a person or thing that takes or can take the place of another
k-3,unavailable
excellent,very good;of the highest quality
interesting,excite the curiosity of; engage the interest of
accounts,a record or narrative description of past events
fortunate,having unexpected good fortune
create,make or cause to be or to become
paired,form a pair or pairs
questioning,a request for information
included,"have as a part, be made up out of"
terribly,used as intensifiers
handled,"be in charge of, act on, or dispose of"
investigation,an inquiry into unfamiliar or questionable activities
ponytail,a hair style that draws the hair back so that it hangs down in back of the head like a pony's tail
sounding,a measure of the depth of water taken with a sounding line
balanced,bring into balance or equilibrium
closing,the act of closing something
stiffened,become stiff or stiffer
fears,an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight)
column,a line of units following one after another
row,an arrangement of objects or people side by side in a line
knocked,deliver a sharp blow or push :
discovered,"discover or determine the existence, presence, or fact of"
founding,the act of starting something for the first time; introducing something new
according,go together
settlers,a person who settles in a new colony or moves into new country
curlers,a mechanical device consisting of a cylindrical tube around which the hair is wound to curl it
handwriting,something written by hand
simplest,having few parts; not complex or complicated or involved
crisp,a thin crisp slice of potato fried in deep fat
straws,plant fiber used e.g. for making baskets and hats or as fodder
senses,a general conscious awareness
clean,a weightlift in which the barbell is lifted to shoulder height and then jerked overhead
latest,the most recent news or development
blank,a blank character used to separate successive words in writing or printing
marched,march in a procession
resolved,bring to an end; settle conclusively
personal,a short newspaper article about a particular person or group
sudden,happening without warning or in a short space of time
dresser,furniture with drawers for keeping clothes
witchcraft,the art of sorcery
suppose,express a supposition
librarian,a professional person trained in library science and engaged in library services
space,the unlimited expanse in which everything is located
holidays,leisure time away from work devoted to rest or pleasure
snoring,the act of snoring or producing a snoring sound
disappear,"get lost, as without warning or explanation"
chores,a specific piece of work required to be done as a duty or for a specific fee
breathing,the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation
ticking,a metallic tapping sound
squeak,a short high-pitched noise
worker,a person who works at a specific occupation
saucepan,a deep pan with a handle; used for stewing or boiling
boiling,the application of heat to change something from a liquid to a gas
recipe,directions for making something
stove,a kitchen appliance used for cooking food
turns,a circular segment of a curve
daintily,in a refined manner
plain,extensive tract of level open land
toilets,a room or building equipped with one or more toilets
tubs,a relatively large open container that you fill with water and use to wash the body
scrubbing,the act of cleaning a surface by rubbing it with a brush and soap and water
favorite,something regarded with special favor or liking
clock,a timepiece that shows the time of day
alarm,fear resulting from the awareness of danger
shone,be bright by reflecting or casting light
uncomfortable,conducive to or feeling mental discomfort
orange,round yellow to orange fruit of any of several citrus trees
slice,a share of something
shoved,come into rough contact with while moving
gorilla,largest anthropoid ape; terrestrial and vegetarian; of forests of central west Africa
bugs,general term for any insect or similar creeping or crawling invertebrate
baby,a very young child (birth to 1 year) who has not yet begun to walk or talk
a.,unavailable
ribs,support resembling the rib of an animal
elbowed,push one's way with the elbows
bragged,show off
stomped,walk heavily
trembling,a shaky motion
bossy,offensively self-assured or given to exercising usually unwarranted power
dancing,taking a series of rhythmical steps (and movements) in time to music
sorts,a category of things distinguished by some common characteristic or quality
facts,a piece of information about circumstances that exist or events that have occurred
dance,an artistic form of nonverbal communication
sing,deliver by singing
elephants,five-toed pachyderm
jumping,the act of participating in an athletic competition in which you must jump
food,any substance that can be metabolized by an animal to give energy and build tissue
coaxed,"influence or urge by gentle urging, caressing, or flattering"
scare,sudden mass fear and anxiety over anticipated events
interests,a sense of concern with and curiosity about someone or something
understood,know and comprehend the nature or meaning of
cinnamon,aromatic bark used as a spice
dash,distinctive and stylish elegance
rhino,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout
hippo,an ancient Numidian town in northwestern Africa adjoining present-day Annaba in northeastern Algeria
singer,a person who sings
opera,a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes
fans,a device for creating a current of air by movement of a surface or surfaces
smelled,inhale the odor of; perceive by the olfactory sense
varsity,a British abbreviation of `university'; usually refers to Oxford University or Cambridge University
tuffs,hard volcanic rock composed of compacted volcanic ash
comb,a flat device with narrow pointed teeth on one edge; disentangles or arranges hair
games,a contest with rules to determine a winner
sticking,"put, fix, force, or implant"
ketchup,thick spicy sauce made from tomatoes
hyenas,doglike nocturnal mammal of Africa and southern Asia that feeds chiefly on carrion
introduction,the act of beginning something new
suspicious,openly distrustful and unwilling to confide
tests,trying something to find out about it
casually,not methodically or according to plan
cooed,speak softly or lovingly
landed,reach or come to rest
dorms,a college or university building containing living quarters for students
harder,not easy; requiring great physical or mental effort to accomplish or comprehend or endure
patted,"pat or squeeze fondly or playfully, especially under the chin"
proceed,"continue talking;  he continued,"
gate,a movable barrier in a fence or wall
headfirst,with the head foremost
grabbing,take hold of so as to seize or restrain or stop the motion of
pleated,pleat or gather into a ruffle
pompoms,unavailable
tissue,part of an organism consisting of an aggregate of cells having a similar structure and function
homemade,made or produced in the home or by yourself
players,a person who participates in or is skilled at some game
central,a workplace that serves as a telecommunications facility where lines from telephones can be connected together to permit communication
