Word,Synonyms
overall,"overall, boilersuit, boilers suit"
bread,"bread, breadstuff, staff of life, boodle, cabbage, clams, dinero, dough, gelt, kale, lettuce, lolly, lucre, loot, moolah, pelf, scratch, shekels, simoleons, sugar, wampum"
fairly,"reasonably, moderately, pretty, jolly, somewhat, fairly, middling, passably, fair, evenhandedly, clean"
flirting,"flirt, flirting, flirtation, coquetry, dalliance, toying, chat up, dally, butterfly, coquet, coquette, romance, philander, mash, toy, play"
early,"early, former, other, early on, ahead of time, too soon, betimes"
pork,"pork, porc, pork barrel"
sandwiches,sandwich
officials,"official, functionary"
council,council
active,"active agent, active, active voice, combat-ready, fighting, participating, alive, dynamic"
providing,"supply, provide, render, furnish, ply, cater, put up, offer, leave, allow for, allow, bring home the bacon"
legal,"legal, sound, effectual"
advice,advice
crumpled,"crumble, crumple, tumble, break down, collapse, buckle, pucker, rumple, cockle, knit, wrinkle, crease, crinkle, bent, crumpled, dented"
clothes,"apparel, wearing apparel, dress, clothes, clothe, enclothe, garb, raiment, tog, garment, habilitate, fit out, invest, adorn, cloak, drape, robe"
relatives,"relative, relation, congener, congenator, congeneric"
committee,"committee, commission, citizens committee"
arrested,"collar, nail, apprehend, arrest, pick up, nab, cop, check, turn back, stop, contain, hold back, catch, get, halt, hold"
town,"town, townspeople, townsfolk, township, Town, Ithiel Town"
visit,"visit, sojourn, see, travel to, call in, call, inspect, inflict, bring down, impose, chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver"
exclaimed,"exclaim, cry, cry out, outcry, call out, shout, proclaim, promulgate"
mentioned,"mention, advert, bring up, cite, name, refer, note, observe, remark"
explain,"explain, explicate, excuse"
helped,"help, assist, aid, facilitate, help oneself, serve, avail"
glad,"gladiolus, gladiola, glad, sword lily, happy, beaming"
ninth,"ninth, one-ninth, 9th"
hung,"hang, hang up, string up, fall, flow, attend, advert, pay heed, give ear, cling"
fold,"fold, crease, plication, flexure, crimp, bend, congregation, faithful, folding, flock, plica, sheepfold, sheep pen, sheepcote, fold up, turn up, close up, close, shut down, close down, pen up"
dishes,"dish, dishful, smasher, stunner, knockout, beauty, ravisher, sweetheart, peach, lulu, looker, mantrap, dish aerial, dish antenna, saucer, cup of tea, bag, serve, serve up, dish out, dish up"
drained,"drain, run out, enfeeble, debilitate, drained, knackered, dead"
wiped,"wipe, pass over"
corner,"corner, nook, street corner, turning point, recess, recession, niche, box, quoin, tree"
injunctions,"injunction, enjoining, enjoinment, cease and desist order"
protestors,
fund,"fund, monetary fund, store, stock, investment company, investment trust, investment firm"
selfish,selfish
won,"South Korean won, won, North Korean won, win, acquire, gain, advance, pull ahead, make headway, get ahead, gain ground, succeed, come through, bring home the bacon, deliver the goods"
uncaring,"detached, unaffectionate, uncaring, thoughtless, unthinking"
rounds,"round, unit of ammunition, one shot, cycle, rhythm, beat, round of golf, daily round, turn, bout, round of drinks, troll, rung, stave, circle, round out, round off, labialize, labialise, attack, assail, lash out, snipe, assault, polish, polish up, brush up, round down, flesh out, fill out"
cartons,"carton, cartonful"
dealing,"dealing, transaction, dealings, cover, treat, handle, plow, deal, address, consider, take, look at, cope, get by, make out, make do, contend, grapple, manage, distribute, administer, mete out, parcel out, lot, dispense, shell out, deal out, dish out, allot, dole out, sell, trade, care, conduct, carry on, share, divvy up, portion out, apportion"
flew,"fly, wing, aviate, pilot, fell, vanish, flee, take flight, vaporize"
filed,"file, register, charge, lodge, file away"
hopeful,"aspirant, aspirer, hopeful, wannabe, wannabee, bright, promising"
process,"procedure, process, cognitive process, mental process, operation, cognitive operation, summons, unconscious process, outgrowth, appendage, physical process, treat, action, sue, litigate, march, work, work on, serve, swear out"
disrupt,"interrupt, disrupt, break up, cut off"
deck,"deck, pack of cards, deck of cards, adorn, decorate, grace, embellish, beautify, bedight, bedeck, coldcock, dump, knock down, floor"
eighteen,"eighteen, 18, XVIII, xviii"
notebook,"notebook, notebook computer"
pink,"pink, garden pink, pinko, tap, rap, knock, ping, pinkish"
pinkie,"little finger, pinkie, pinky"
ending,"ending, termination, conclusion, end, finish, close, closing, stop, terminate, cease"
listening,"listening, hearing, listen, hear, take heed, heed, mind"
bars,"parallel bars, bars, barroom, bar, saloon, ginmill, taproom, measure, prevention, legal profession, legal community, stripe, streak, cake, Browning automatic rifle, BAR, debar, exclude, barricade, block, blockade, stop, block off, block up, banish, relegate"
stationery,"stationery, letter paper"
count,"count, counting, numeration, enumeration, reckoning, tally, number, enumerate, numerate, matter, weigh, consider, bet, depend, look, calculate, reckon"
fingers,"finger, fingerbreadth, finger's breadth, digit, thumb, feel"
notes,"note, short letter, line, billet, musical note, tone, bill, government note, bank bill, banker's bill, bank note, banknote, Federal Reserve note, greenback, annotation, notation, eminence, distinction, preeminence, promissory note, note of hand, observe, mention, remark, notice, mark, take note, take down"
labeled,"label, tag, mark, pronounce, judge, labeled, labelled, tagged"
spent,"spend, pass, expend, drop, exhausted, spent, dog-tired, fagged, fatigued, played out, washed-out, worn-out, worn out"
x,"ten, 10, X, tenner, decade, x, ex, Adam, ecstasy, XTC, go, disco biscuit, cristal, hug drug"
y,"yttrium, Y, atomic number 39, y, wye"
finger,"finger, fingerbreadth, finger's breadth, digit, thumb, feel"
scream,"scream, screaming, shriek, shrieking, screech, screeching, belly laugh, sidesplitter, howler, thigh-slapper, wow, riot, shout, shout out, cry, call, yell, holler, hollo, squall"
cool,"cool, aplomb, assuredness, poise, sang-froid, chill, cool down, cool off, coolheaded, nerveless"
solving,"resolution, solving, solve, work out, figure out, puzzle out, lick, work, resolve, clear"
unknown,"unknown, unknown region, terra incognita, stranger, alien, unknown quantity, nameless, unidentified, unnamed, obscure, unsung, strange"
discussion,"discussion, treatment, discourse, give-and-take, word"
refreshments,"refreshment, recreation"
adjourned,"adjourn, recess, break up, withdraw, retire"
fascinating,"intrigue, fascinate, transfix, grip, spellbind, capture, enamour, trance, catch, becharm, enamor, captivate, beguile, charm, bewitch, entrance, enchant, absorbing, engrossing, fascinating, gripping, riveting, bewitching, captivating, enchanting, enthralling, entrancing"
odd,"odd, uneven, curious, funny, peculiar, queer, rum, rummy, singular, unmatched, unmated, unpaired, leftover, left over, left, remaining, unexpended"
permission,"permission, license, permit"
arranged,"arrange, set up, fix up, stage, format, dress, set, do, coif, coiffe, coiffure, put, order, arranged, ordered, staged"
sole,"sole, fillet of sole, resole, exclusive, lone, lonesome, only, solitary"
aim,"purpose, intent, intention, aim, design, object, objective, target, bearing, heading, take, train, take aim, direct, purport, propose, drive, get, calculate, place, point, draw a bead on, aspire, shoot for"
reopened,reopen
integrationist,
calls,"call, phone call, telephone call, Call, cry, outcry, yell, shout, vociferation, claim, birdcall, birdsong, song, margin call, call option, name, telephone, call up, phone, ring, shout out, scream, holler, hollo, squall, send for, visit, call in, address, bid, call off, predict, foretell, prognosticate, forebode, anticipate, promise"
sign,"sign, mark, signal, signaling, signboard, sign of the zodiac, star sign, mansion, house, planetary house, polarity, augury, foretoken, preindication, subscribe, ratify, contract, sign on, sign up, signalize, signalise, bless, gestural, signed, sign-language"
petition,"request, petition, postulation, prayer, orison"
founders,"laminitis, founder, beginner, founding father, father, fall through, fall flat, flop, collapse, fall in, cave in, give, give way, break"
frustrating,"thwart, queer, spoil, scotch, foil, cross, frustrate, baffle, bilk, torment, rag, bedevil, crucify, dun, frustrating, frustrative, thwarting"
chair,"chair, professorship, president, chairman, chairwoman, chairperson, electric chair, death chair, hot seat, moderate, lead"
grabbed,"catch, grab, take hold of, snap up, snaffle, seize"
stands,"base, pedestal, stand, rack, standstill, tie-up, point of view, viewpoint, standpoint, stall, sales booth, bandstand, outdoor stage, stand up, remain firm, digest, endure, stick out, stomach, bear, tolerate, support, brook, abide, suffer, put up, place upright, resist, fend"
candidates,"campaigner, candidate, nominee, prospect"
situation,"situation, state of affairs, position, site, post, berth, office, spot, billet, place"
frustration,"frustration, defeat, thwarting, foiling"
resigned,"vacate, resign, renounce, give up, leave office, quit, step down, release, relinquish, free, reconcile, submit"
leaders,"leadership, leaders, leader, drawing card, loss leader"
grab,"grab, catch, snatch, snap, take hold of, snap up, snaffle, seize"
cucumber,"cucumber, cucumber vine, Cucumis sativus, cuke"
intention,"purpose, intent, intention, aim, design"
animal,"animal, animate being, beast, brute, creature, fauna, carnal, fleshly, sensual"
ark,"Ark, Ark of the Covenant, ark"
end,"end, terminal, ending, last, final stage, goal, destruction, death, conclusion, close, closing, remainder, remnant, oddment, stop, finish, terminate, cease"
idealism,"idealism, high-mindedness, noble-mindedness"
appreciate,"appreciate, take account, prize, value, treasure, apprize, apprise, revalue"
admitting,"admit, acknowledge, allow in, let in, intromit, include, accept, take, take on, allow, accommodate, hold"
bit,"spot, bit, chip, flake, fleck, scrap, moment, mo, minute, second, piece, morsel, bite, snatch, act, routine, number, turn, seize with teeth, sting, burn, prick"
neat,"neat, orderly, refined, tasteful, clean, bang-up, bully, corking, cracking, dandy, great, groovy, keen, nifty, not bad, peachy, slap-up, swell, smashing, straight, full-strength"
chairs,"chair, professorship, president, chairman, chairwoman, chairperson, electric chair, death chair, hot seat, moderate, lead"
folding,"protein folding, folding, fold, fold up, turn up, close up, close, shut down, close down, pen up, foldable, foldaway"
fancy,"illusion, fantasy, phantasy, fancy, fondness, partiality, visualize, visualise, envision, project, see, figure, picture, image, go for, take to"
flowers,"flower, bloom, blossom, prime, peak, heyday, efflorescence, flush"
clenched,"clench, clinch, clenched, clinched"
tailored,"tailor, orient, cut, sew, tailor-make, tailored, trim, bespoke, bespoken, made-to-order, tailor-made"
pearls,"pearl, bone, ivory, off-white, drop, bead"
hours,"hours, hour, hr, 60 minutes, time of day, minute"
public,"populace, public, world"
watch—“just,
leaves,"leaf, leafage, foliage, folio, leave, leave of absence, farewell, leave-taking, parting, go forth, go away, leave alone, leave behind, exit, go out, get out, allow for, allow, provide, result, lead, depart, pull up stakes, entrust, bequeath, will, impart, give, pass on, forget"
business,"business, concern, business concern, business organization, business organisation, commercial enterprise, business enterprise, occupation, job, line of work, line, business sector, clientele, patronage, stage business, byplay"
us”—she,
wander,"roll, wander, swan, stray, tramp, roam, cast, ramble, rove, range, drift, vagabond, cheat on, cheat, cuckold, betray, weave, wind, thread, meander, digress, divagate"
tagged,"tag, label, mark, chase, chase after, trail, tail, give chase, dog, go after, track, labeled, labelled, tagged"
sense,"sense, signified, sensation, sentience, sentiency, sensory faculty, common sense, good sense, gumption, horse sense, mother wit, feel, smell, smell out"
terrance,
scar,"scar, cicatrix, cicatrice, scratch, scrape, mark, pock, pit"
tripped,"stumble, trip, trip up, travel, jaunt, actuate, trigger, activate, set off, spark off, spark, trigger off, touch off, trip out, turn on, get off"
stairs,"stairs, steps, step, stair"
load,"load, loading, burden, cargo, lading, freight, payload, shipment, consignment, encumbrance, incumbrance, onus, lode, warhead, lade, laden, load up, charge, adulterate, stretch, dilute, debase"
clutching,"seize, prehend, clutch, cling to, hold close, hold tight, get hold of"
sleeve,"sleeve, arm"
apart,"apart, isolated, obscure, aside, asunder"
introduced,"introduce, present, acquaint, innovate, insert, enclose, inclose, stick in, put in, bring in, infix, enter, bring out, precede, preface, premise, inaugurate, usher in"
noon,"noon, twelve noon, high noon, midday, noonday, noontide"
neighborhood,"vicinity, locality, neighborhood, neighbourhood, neck of the woods, region"
phones,"telephone, phone, telephone set, speech sound, sound, earphone, earpiece, headphone, call, call up, ring"
petitions,"request, petition, postulation, prayer, orison"
spending,"spending, disbursement, disbursal, outlay, outgo, expenditure, spend, pass, expend, drop"
nasty,"nasty, awful, tight, cruddy, filthy, foul, smutty"
planning,"planning, preparation, provision, plan, be after, project, contrive, design"
snickered,"snicker, snigger"
turkey,"turkey, Meleagris gallopavo, Turkey, Republic of Turkey, joker, bomb, dud"
dreaming,"dream, dreaming, daydream, woolgather, stargaze"
warmer,"heater, warmer, warm, affectionate, fond, lovesome, tender, strong, quick, ardent"
likely,"likely, probable, potential, probably, in all likelihood, in all probability, belike"
game,"game, plot, secret plan, biz, bet on, back, gage, stake, punt, crippled, halt, halting, lame, gimpy, gamy, gamey, gritty, mettlesome, spirited, spunky"
sleeps,"sleep, slumber, sopor, nap, rest, eternal rest, eternal sleep, quietus, kip, log Z's, catch some Z's"
simply,"merely, simply, just, only, but, plainly"
wishing,"wish, wishing, want, care, like, wish well, bid"
wiggled,"jiggle, joggle, wiggle"
shrugged,shrug
stumble,"lurch, stumble, stagger, trip, trip-up, misstep, falter, bumble, hit, slip up, trip up"
reopen,reopen
bleachers,"bleachers, bleacher"
reads,"read, say, scan, take, learn, study, register, show, record, understand, interpret, translate"
uppity,"overweening, uppity"
pay,"wage, pay, earnings, remuneration, salary, give, pay up, ante up, yield, bear, pay off, make up, compensate, devote"
folks,"folks, folk, common people, tribe, family, family line, kinfolk, kinsfolk, sept, phratry, folk music, ethnic music"
ringing,"ring, ringing, tintinnabulation, plangency, resonance, reverberance, sonorousness, sonority, vibrancy, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border, band"
locked,"lock, engage, mesh, operate, interlock, interlace, lock in, lock away, put away, shut up, shut away, lock up"
great,"great, outstanding, bang-up, bully, corking, cracking, dandy, groovy, keen, neat, nifty, not bad, peachy, slap-up, swell, smashing, capital, majuscule, big, enceinte, expectant, gravid, large, heavy, with child"
unpacking,"unpack, take out"
quarter,"one-fourth, fourth, one-quarter, quarter, fourth part, twenty-five percent, quartern, stern, after part, poop, tail, billet, canton, draw, draw and quarter"
gray,"gray, grayness, grey, greyness, Gy, Gray, Louis Harold Gray, Thomas Gray, Robert Gray, Asa Gray, greyish, grayish, grey-haired, gray-haired, grey-headed, gray-headed, grizzly, hoar, hoary, white-haired"
uncle,uncle
intercepted,"intercept, stop, wiretap, tap, bug"
relief,"relief, alleviation, assuagement, ease, stand-in, substitute, reliever, backup, backup man, fill-in, succor, succour, ministration, respite, rest, rest period, easing, moderation, easement, relievo, rilievo, embossment, sculptural relief"
else’ll,
beating,"beating, whipping, thrashing, licking, drubbing, lacing, trouncing, whacking, beat, beat out, crush, shell, trounce, vanquish, beat up, work over, pound, thump, drum, thrum, flap, scramble, bunk, tick, ticktock, ticktack, pulsate, quiver, outwit, overreach, outsmart, outfox, circumvent, perplex, vex, stick, get, puzzle, mystify, baffle, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound, exhaust, wash up, tucker, tucker out"
hellos,"hello, hullo, hi, howdy, how-do-you-do"
boyfriend,"boyfriend, fellow, beau, swain, young man"
miserable,"miserable, suffering, wretched, hapless, misfortunate, pathetic, piteous, pitiable, pitiful, poor, abject, low, low-down, scummy, scurvy, deplorable, execrable, woeful, measly, paltry"
smart,"smart, smarting, smartness, ache, hurt, chic, voguish, bright, fresh, impertinent, impudent, overbold, saucy, sassy, wise"
sounds,"sound, auditory sensation, audio, phone, speech sound, strait, go, voice, vocalize, vocalise, fathom"
tousled,"tousle, dishevel, tangle, disheveled, dishevelled, frowzled, rumpled, tousled"
brow,"brow, forehead, eyebrow, supercilium, hilltop"
wiping,"wipe, pass over"
laughing,"laugh, express joy, express mirth, laughing, riant"
loved,"love, enjoy, sleep together, roll in the hay, make out, make love, sleep with, get laid, have sex, know, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, loved"
jacket,"jacket, crown, crownwork, jacket crown, cap"
draped,"drape, clothe, cloak, robe, cloaked, clothed, draped, mantled, wrapped"
shoulders,"shoulder, shoulder joint, articulatio humeri, berm"
flyers,"circular, handbill, bill, broadside, broadsheet, flier, flyer, throwaway, aviator, aeronaut, airman"
responding,"react, respond, answer, reply"
meadow,"hayfield, meadow"
stamped,"stomp, stamp, stump, pigeonhole, stereotype, emboss, boss"
baked,"bake, broil, adust, baked, parched, scorched, sunbaked"
wow,"belly laugh, sidesplitter, howler, thigh-slapper, scream, wow, riot"
tumbling,"acrobatics, tumbling, tumble, topple, tip, whirl, whirl around, crumble, crumple, break down, collapse, catch on, get wise, get onto, latch on, cotton on, twig, get it"
policy,"policy, insurance policy, insurance"
extra,"supernumerary, spear carrier, extra, duplicate, excess, redundant, spare, supererogatory, superfluous, surplus, special, additional"
special,"special, particular, peculiar, especial, exceptional, limited, extra"
triple,"triple, three-base hit, three-bagger, trio, triad, triplet, treble, ternary, triplex, threefold, three-fold"
layer,"layer, bed, level, stratum"
chocolate,"cocoa, chocolate, hot chocolate, drinking chocolate, coffee, deep brown, umber, burnt umber"
making,"devising, fashioning, making, qualification, make, do, get, create, induce, stimulate, cause, have, produce, draw, gain, take in, clear, earn, realize, realise, pull in, bring in, form, constitute, reach, get to, progress to, construct, build, name, nominate, attain, hit, arrive at, lay down, establish, hold, throw, give, make up, take, stool, defecate, shit, take a shit, take a crap, ca-ca, crap, work, cook, fix, ready, prepare, seduce, score, pretend, make believe, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water"
cake,"cake, bar, patty, coat"
wind,"wind, air current, current of air, malarkey, malarky, idle words, jazz, nothingness, tip, lead, steer, confidential information, hint, wind instrument, fart, farting, flatus, breaking wind, winding, twist, weave, thread, meander, wander, curve, wrap, roll, twine, scent, nose, wind up, wreathe, hoist, lift"
throne,"throne, toilet, can, commode, crapper, pot, potty, stool, enthrone"
opportunities,"opportunity, chance"
graduated,"graduate, calibrate, fine-tune, calibrated, graduated, gradational, gradatory"
float,"float, ice-cream soda, ice-cream float, plasterer's float, air bladder, swim bladder, drift, be adrift, blow, swim"
children,"child, kid, youngster, minor, shaver, nipper, small fry, tiddler, tike, tyke, fry, nestling, baby"
minnijean,
suffered,"suffer, endure, sustain, have, get, digest, stick out, stomach, bear, stand, tolerate, support, brook, abide, put up, hurt, ache, meet, lose"
parade,"parade, exhibit, march, troop, promenade"
disguise,"disguise, camouflage, mask"
wear,"wear, clothing, article of clothing, vesture, wearable, habiliment, wearing, have on, bear, wear off, wear out, wear down, wear thin, hold out, endure, break, bust, fall apart, tire, wear upon, tire out, weary, jade, outwear, fag out, fag, fatigue, put on, get into, don, assume"
courses,"course, course of study, course of instruction, class, line, trend, course of action, path, track, form, grade, row, run, flow, feed"
vote,"vote, ballot, voting, balloting, right to vote, suffrage, voter turnout"
scribbling,"scribble, scrabble, scrawl"
wrote,"write, compose, pen, indite, publish, drop a line, save, spell"
betraying,"betray, bewray, sell, fail, cheat on, cheat, cuckold, wander, denounce, tell on, give away, rat, grass, shit, shop, snitch, stag, deceive, lead astray"
attend,"attend, go to, take care, look, see, serve, attend to, wait on, assist, hang, advert, pay heed, give ear"
newspaper,"newspaper, paper, newspaper publisher, newsprint"
owned,"own, have, possess, owned"
pages,"page, Page, Sir Frederick Handley Page, Thomas Nelson Page, pageboy, varlet, foliate, paginate"
yesterday,yesterday
stone,"rock, stone, gem, gemstone, pit, endocarp, Stone, Harlan Stone, Harlan F. Stone, Harlan Fisk Stone, Oliver Stone, Lucy Stone, I. F. Stone, Isidor Feinstein Stone, Harlan Fiske Stone, Edward Durell Stone, lapidate"
bunch,"bunch, clump, cluster, clustering, crowd, crew, gang, lot, caboodle, bunch together, bunch up, bundle"
ride,"drive, ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount"
v.,
lawsuit,"lawsuit, suit, case, cause, causa"
issue,"issue, number, topic, subject, matter, issuing, issuance, military issue, government issue, return, take, takings, proceeds, yield, payoff, consequence, effect, outcome, result, event, upshot, offspring, progeny, emergence, egress, exit, outlet, way out, publication, publish, bring out, put out, release, supply, emerge, come out, come forth, go forth, write out, make out, cut"
theme,"subject, topic, theme, motif, melodic theme, musical theme, idea, composition, paper, report, root, root word, base, stem, radical"
hinder,"impede, hinder, obstruct, blockade, block, stymie, stymy, embarrass, handicap, hamper, back, hind"
kingdom,"kingdom, land, realm"
community,"community, community of interests, residential district, residential area, biotic community"
complicated,"complicate, perplex, refine, rarify, elaborate, complicated"
learned,"learn, larn, acquire, hear, get word, get wind, pick up, find out, get a line, discover, see, memorize, memorise, con, study, read, take, teach, instruct, determine, check, ascertain, watch, erudite, learned, knowing, knowledgeable, lettered, well-educated, well-read, conditioned"
activist,"militant, activist, activistic"
belongs,"belong, go, belong to"
mayor,"mayor, city manager"
break,"interruption, break, good luck, happy chance, fault, faulting, geological fault, shift, fracture, rupture, breach, severance, rift, falling out, respite, recess, time out, breakage, breaking, pause, intermission, suspension, break of serve, disruption, gap, open frame, breakout, jailbreak, gaolbreak, prisonbreak, prison-breaking, interrupt, separate, split up, fall apart, come apart, bust, transgress, offend, infract, violate, go against, break out, break away, burst, erupt, break off, discontinue, stop, break in, better, unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, give away, let out, fail, go bad, give way, die, give out, conk out, go, break down, dampen, damp, soften, weaken, part, split, break up, demote, bump, relegate, kick downstairs, bankrupt, ruin, smash, collapse, fall in, cave in, give, founder, break dance, break-dance, wear, wear out, snap off, get out, get around, intermit, recrudesce, develop, crack, check"
example,"example, illustration, instance, representative, model, exemplar, good example, deterrent example, lesson, object lesson, case, exercise"
winner,"winner, victor, achiever, success, succeeder"
built,"construct, build, make, build up, work up, progress, establish, ramp up, built, reinforced"
churches,"church, Christian church, church building, church service"
guessed,"think, opine, suppose, imagine, reckon, guess, venture, pretend, hazard, estimate, gauge, approximate, judge, infer"
prematurely,"prematurely, untimely"
blankly,blankly
sincere,"sincere, earnest, solemn"
bank,"bank, depository financial institution, banking concern, banking company, cant, camber, savings bank, coin bank, money box, bank building, deposit, trust, swear, rely"
piggy,"piglet, piggy, shoat, shote, hoggish, piggish, porcine, swinish"
bet,"stake, stakes, bet, wager, play, count, depend, look, calculate, reckon"
highness,"Highness, highness, loftiness"
chalk,"chalk, methamphetamine, methamphetamine hydrochloride, Methedrine, meth, deoxyephedrine, chicken feed, crank, glass, ice, shabu, trash"
dust,"dust, debris, junk, rubble, detritus, scatter, sprinkle, dot, disperse"
slapped,slap
complete,"complete, finish, dispatch, discharge, nail, fill out, fill in, make out, consummate, accomplished, arrant, double-dyed, everlasting, gross, perfect, pure, sodding, stark, staring, thoroughgoing, utter, unadulterated, concluded, ended, over, all over, terminated"
promise,"promise, hope, assure, predict, foretell, prognosticate, call, forebode, anticipate"
mildly,"mildly, gently"
sentence,"sentence, conviction, judgment of conviction, condemnation, prison term, time, condemn, doom"
blurry,"bleary, blurred, blurry, foggy, fuzzy, hazy, muzzy"
squinted,"squint, squinch"
makes,"brand, make, shuffle, shuffling, do, get, create, induce, stimulate, cause, have, produce, draw, gain, take in, clear, earn, realize, realise, pull in, bring in, form, constitute, reach, get to, progress to, construct, build, name, nominate, attain, hit, arrive at, lay down, establish, hold, throw, give, make up, take, stool, defecate, shit, take a shit, take a crap, ca-ca, crap, work, cook, fix, ready, prepare, seduce, score, pretend, make believe, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water"
tucked,"tuck, insert, gather, pucker, tucked"
paper,"paper, composition, report, theme, newspaper, newspaper publisher, wallpaper"
bite,"bite, morsel, bit, sting, insect bite, collation, snack, pungency, sharpness, raciness, chomp, seize with teeth, burn, prick"
pleased,"please, delight, pleased, proud of"
counting,"count, counting, numeration, enumeration, reckoning, tally, number, enumerate, numerate, matter, weigh, consider, bet, depend, look, calculate, reckon"
period,"time period, period of time, period, geological period, menstruation, menses, menstruum, catamenia, flow, point, full stop, stop, full point"
suit,"suit, suit of clothes, lawsuit, case, cause, causa, courtship, wooing, courting, accommodate, fit, befit, beseem, become"
elementary,"elementary, simple, uncomplicated, unproblematic, elemental, primary"
bowls,"lawn bowling, bowls, bowl, trough, bowlful, stadium, arena, sports stadium, bowling ball, pipe bowl, roll"
reign,"reign, sovereignty, predominate, dominate, rule, prevail"
trimmed,"pare, trim, reduce, cut down, cut back, trim down, trim back, cut, bring down, garnish, dress, snip, clip, crop, lop, prune, shave, trimmed"
neatly,neatly
pretend,"make-believe, pretend, feign, sham, affect, dissemble, act, guess, venture, hazard, make, make believe, profess"
pointing,"indicate, point, designate, show, orient, charge, level, steer, maneuver, manoeuver, manoeuvre, direct, head, guide, channelize, channelise, bespeak, betoken, signal, luff, target, aim, place, sharpen, taper, repoint"
tittered,"giggle, titter"
prefer,"prefer, choose, opt, favor, favour"
o,"oxygen, O, atomic number 8, o, type O, group O"
royal,"royal, royal stag, imperial, majestic, purple, regal"
gulp,"gulp, draft, draught, swig, gulping, quaff"
giggle,"giggle, titter"
driving,"drive, driving, motor, force, ram, repel, repulse, force back, push back, beat back, tug, labor, labour, push, get, aim, ride, take, impulsive"
hovered,"hover, vibrate, vacillate, oscillate, linger, levitate, brood, loom, bulk large"
ribbon,"ribbon, thread, decoration, laurel wreath, medal, medallion, palm, typewriter ribbon"
tied,"tie, bind, draw, connect, link, link up, attach, bond, marry, wed, splice, trussed, tied, fastened, laced, even, level"
dark,"dark, darkness, iniquity, wickedness, shadow, night, nighttime, black, sinister, dour, glowering, glum, moody, morose, saturnine, sour, sullen, benighted, obscure, blue, dingy, disconsolate, dismal, gloomy, grim, sorry, drab, drear, dreary, colored, coloured, dark-skinned, non-white"
tan,"tan, suntan, sunburn, burn, topaz, tangent, bronze"
lovely,"cover girl, pin-up, lovely, adorable, endearing"
chewing,"chew, chewing, mastication, manduction, masticate, manducate, jaw"
fingernails,fingernail
mob,"mob, rabble, rout, syndicate, crime syndicate, family, gang, pack, ring, throng, pile, jam"
surrounded,"surround, environ, ring, skirt, border, smother, besiege, beleaguer, hem in, circumvent, wall, palisade, fence, fence in, surrounded, encircled"
cursed,"curse, cuss, blaspheme, swear, imprecate, beshrew, damn, bedamn, anathemize, anathemise, maledict, excommunicate, unchurch, cursed, curst, damned, doomed, unredeemed, unsaved"
eat,"eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
breakfast,breakfast
punch,"punch, clout, poke, lick, biff, slug, puncher, plug, perforate"
fruit,"fruit, yield"
weak,"weak, watery, washy, unaccented, light, fallible, frail, imperfect, decrepit, debile, feeble, infirm, rickety, sapless, weakly, faint"
unlike,"unlike, dissimilar, different"
surely,"surely, certainly, sure, for sure, for certain, sure enough, sure as shooting"
science,"science, scientific discipline, skill"
screaming,"scream, screaming, shriek, shrieking, screech, screeching, shout, shout out, cry, call, yell, holler, hollo, squall, hilarious, uproarious"
humor,"wit, humor, humour, witticism, wittiness, sense of humor, sense of humour, temper, mood, liquid body substance, bodily fluid, body fluid"
building,"building, edifice, construction, construct, build, make, build up, work up, progress, establish, ramp up"
student,"student, pupil, educatee, scholar, scholarly person, bookman"
track,"path, track, course, lead, trail, racetrack, racecourse, raceway, cut, caterpillar track, caterpillar tread, data track, rail, rails, runway, cart track, cartroad, running, chase, chase after, tail, tag, give chase, dog, go after, traverse, cover, cross, pass over, get over, get across, cut through, cut across"
bored,"bore, tire, drill, bored, world-weary, blase"
chalkboard,"blackboard, chalkboard"
malt,"malted, malt, malted milk, malt liquor"
shake,"shingle, shake, milkshake, milk shake, trill, handshake, handshaking, handclasp, tremble, shiver, wag, waggle, agitate, didder, judder, rock, sway, stimulate, shake up, excite, stir, shake off, throw off, escape from"
writing,"writing, authorship, composition, penning, written material, piece of writing, committal to writing, write, compose, pen, indite, publish, drop a line, save, spell"
deadlocked,"deadlocked, stalemated"
crowded,"herd, crowd, crowd together, push, crowded"
