Word,Synonyms
telling,"relation, telling, recounting, apprisal, notification, tattle, singing, state, say, tell, narrate, recount, recite, order, enjoin, assure, evidence, distinguish, separate, differentiate, secern, secernate, severalize, severalise, tell apart, revealing, telltale, cogent, weighty, impressive"
late,"late, belated, tardy, recent, later, former, previous, belatedly, tardily, deep, recently, lately, of late, latterly"
rinsed,"rinse, rinse off, wash, gargle"
fussing,"fuss, niggle, fret, mother, overprotect"
upset,"disturbance, perturbation, upset, derangement, overthrow, disorder, swage, overturn, turnover, discompose, untune, disconcert, discomfit, disturb, trouble, tip over, turn over, knock over, bowl over, tump over, disquieted, distressed, disturbed, worried, broken, confused, disordered, overturned, upturned"
book,"book, volume, record, record book, script, playscript, ledger, leger, account book, book of account, rule book, Koran, Quran, al-Qur'an, Book, Bible, Christian Bible, Good Book, Holy Scripture, Holy Writ, Scripture, Word of God, Word, reserve, hold"
singing,"singing, vocalizing, tattle, telling, sing, whistle, spill the beans, let the cat out of the bag, talk, blab, peach, babble, babble out, blab out, singe, swinge, scorch, sear, cantabile"
sell,"sell, deal, trade, betray"
huddled,"huddle, huddle together, cower, huddled"
tensely,tensely
backseat,backseat
kindness,"kindness, forgivingness, benignity"
doughnut,"ring, halo, annulus, doughnut, anchor ring, donut, sinker"
lose,"lose, misplace, mislay, turn a loss, fall back, drop off, fall behind, recede, miss, suffer"
bills,"bill, measure, account, invoice, note, government note, bank bill, banker's bill, bank note, banknote, Federal Reserve note, greenback, circular, handbill, broadside, broadsheet, flier, flyer, throwaway, poster, posting, placard, notice, card, billhook, peak, eyeshade, visor, vizor, beak, neb, nib, pecker, charge"
 ,
sprang,"jump, leap, bound, spring, form, take form, take shape, bounce, resile, take a hop, rebound, recoil, reverberate, ricochet"
leaves,"leaf, leafage, foliage, folio, leave, leave of absence, farewell, leave-taking, parting, go forth, go away, leave alone, leave behind, exit, go out, get out, allow for, allow, provide, result, lead, depart, pull up stakes, entrust, bequeath, will, impart, give, pass on, forget"
suspect,"suspect, defendant, surmise, distrust, mistrust, fishy, funny, shady, suspicious"
investigate,"investigate, look into, inquire, enquire"
yelled,"shout, shout out, cry, call, yell, scream, holler, hollo, squall, shouted, yelled"
fussed,"fuss, niggle, fret, mother, overprotect"
nap,"sleep, nap, pile, catnap, cat sleep, forty winks, short sleep, snooze, Napoleon, catch a wink"
apology,"apology, apologia, excuse"
seven,"seven, 7, VII, sevener, heptad, septet, septenary, seven-spot, vii"
dressed,"dress, get dressed, clothe, enclothe, garb, raiment, tog, garment, habilitate, fit out, apparel, dress up, preen, primp, plume, dress out, line up, trim, garnish, decorate, snip, clip, crop, lop, prune, cut back, groom, curry, arrange, set, do, coif, coiffe, coiffure, appareled, attired, dressed, garbed, garmented, habilimented, robed, polished, dressed-up, dressed to the nines, dressed to kill, dolled up, spruced up, spiffed up, togged up"
days,"days, years, day, twenty-four hours, twenty-four hour period, 24-hour interval, solar day, mean solar day, daytime, daylight, sidereal day, Day, Clarence Day, Clarence Shepard Day Jr."
lost,"doomed, lost, lose, misplace, mislay, turn a loss, fall back, drop off, fall behind, recede, miss, suffer, confused, disoriented, missed, bemused, deep in thought, preoccupied, baffled, befuddled, bewildered, confounded, mazed, mixed-up, at sea, helpless"
snapped,"snap, snarl, tear, rupture, bust, crack, click, snatch, snatch up, flick, break down, lose it, photograph, shoot"
plastic,"plastic, credit card, charge card, charge plate, fictile, moldable, pliant, formative, shaping"
tarp,"tarpaulin, tarp"
flames,"fire, flame, flaming, flare"
licked,"cream, bat, clobber, drub, thrash, lick, lap, solve, work out, figure out, puzzle out, work, lap up, licked"
report,"report, study, written report, account, news report, story, write up, report card, composition, paper, theme, reputation, describe, cover"
arguments,"argument, statement, controversy, contention, contestation, disputation, disceptation, tilt, arguing, argumentation, debate, literary argument, parameter, logical argument, line of reasoning, line"
incident,"incident, incidental"
busy,"busy, occupy, fussy, interfering, meddlesome, meddling, officious, busybodied, engaged, in use"
finished,"complete, finish, finish up, land up, fetch up, end up, wind up, end, stop, terminate, cease, eat up, polish off, finished, ruined"
flatly,"flatly, categorically, unconditionally"
jobs,"occupation, business, job, line of work, line, task, chore, problem, Job, Book of Job, caper, subcontract, farm out, speculate"
apart,"apart, isolated, obscure, aside, asunder"
fishing,"fishing, sportfishing, fish, angle"
skip,"skip, omission, jump, pass over, skip over, cut, hop, hop-skip, decamp, vamoose, bound off, skim, skitter"
suggested,"propose, suggest, advise, hint, intimate, indicate, evoke, paint a picture"
fried,"fry, electrocute, fried, deep-fried"
eaten,"eat, feed, eat on, consume, eat up, use up, deplete, exhaust, run through, wipe out, corrode, rust"
pan,"pan, cooking pan, Pan, goat god, genus Pan, pan out, pan off, tear apart, trash"
frying,"frying, sauteing, fry, electrocute"
iron,"iron, Fe, atomic number 26, branding iron, smoothing iron, iron out, press, cast-iron"
cast,"cast, cast of characters, dramatis personae, mold, mould, stamp, form, shape, plaster cast, plaster bandage, casting, roll, hurl, project, contrive, throw, hurtle, wander, swan, stray, tramp, roam, ramble, rove, range, drift, vagabond, shed, cast off, shake off, throw off, throw away, drop, draw, frame, redact, put, couch, vomit, vomit up, purge, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up"
crib,"crib, cot, pony, trot, cribbage"
pulling,"pull, pulling, draw, force, attract, pull in, draw in, perpetrate, commit, pull out, get out, take out, overstretch, rend, rip, rive, pluck, tear, deplume, deplumate, displume, extract, pull up, draw out, root for"
ring,"ring, halo, annulus, doughnut, anchor ring, hoop, closed chain, gang, pack, mob, ringing, tintinnabulation, band, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border"
building,"building, edifice, construction, construct, build, make, build up, work up, progress, establish, ramp up"
prepared,"fix, prepare, set up, ready, gear up, set, cook, make, organize, organise, devise, get up, machinate, groom, train, develop, educate, prepared, disposed, fain, inclined"
stones,"rock, stone, gem, gemstone, pit, endocarp, Stone, Harlan Stone, Harlan F. Stone, Harlan Fisk Stone, Oliver Stone, Lucy Stone, I. F. Stone, Isidor Feinstein Stone, Harlan Fiske Stone, Edward Durell Stone, lapidate"
winter,"winter, wintertime, overwinter"
lieutenant,"lieutenant, police lieutenant, deputy"
mistake,"mistake, error, fault, misunderstanding, misapprehension, misidentify, err, slip"
cowboys,"cowboy, cowpuncher, puncher, cowman, cattleman, cowpoke, cowhand, cowherd, rodeo rider"
spoke,"spoke, wheel spoke, radius, rundle, rung, talk, speak, utter, mouth, verbalize, verbalise, address"
wind,"wind, air current, current of air, malarkey, malarky, idle words, jazz, nothingness, tip, lead, steer, confidential information, hint, wind instrument, fart, farting, flatus, breaking wind, winding, twist, weave, thread, meander, wander, curve, wrap, roll, twine, scent, nose, wind up, wreathe, hoist, lift"
parked,"park, parked"
road,"road, route"
narrow,"narrow, contract, pin down, peg down, nail down, narrow down, specify, specialize, specialise, constrict, constringe, narrow-minded, minute"
shaded,"shadow, shade, shade off, fill in, shaded"
varnished-,
casting,"cast, casting, molding, project, contrive, throw, hurl, hurtle, roll, wander, swan, stray, tramp, roam, ramble, rove, range, drift, vagabond, mold, mould, shed, cast off, shake off, throw off, throw away, drop, draw, frame, redact, put, couch, vomit, vomit up, purge, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up"
rod,"rod, perch, pole, rod cell, retinal rod, gat"
cigar,cigar
grip,"clasp, clench, clutch, clutches, grasp, grip, hold, handle, handgrip, bag, traveling bag, travelling bag, suitcase, traction, adhesive friction, bobby pin, hairgrip, grapple, fascinate, transfix, spellbind"
spinning,"spinning, spin, spin around, whirl, reel, gyrate, birl, twirl, spin out"
reel,"reel, bobbin, spool, Scottish reel, Virginia reel, stagger, keel, lurch, swag, careen, spin, spin around, whirl, gyrate"
lures,"lure, enticement, come-on, bait, hook, sweetener, decoy, entice, tempt"
fishermen,"fisherman, fisher"
cane,"cane, flog, lambaste, lambast"
worried,"worry, care, vex, concern, interest, occupy, disquieted, distressed, disturbed, upset, worried, apprehensive"
provoke,"arouse, elicit, enkindle, kindle, evoke, fire, raise, provoke, call forth, kick up, stimulate, harass, hassle, harry, chivy, chivvy, chevy, chevvy, beset, plague, molest"
talked,"talk, speak, utter, mouth, verbalize, verbalise, spill, spill the beans, let the cat out of the bag, tattle, blab, peach, babble, sing, babble out, blab out, lecture"
sternly,"sternly, severely"
break,"interruption, break, good luck, happy chance, fault, faulting, geological fault, shift, fracture, rupture, breach, severance, rift, falling out, respite, recess, time out, breakage, breaking, pause, intermission, suspension, break of serve, disruption, gap, open frame, breakout, jailbreak, gaolbreak, prisonbreak, prison-breaking, interrupt, separate, split up, fall apart, come apart, bust, transgress, offend, infract, violate, go against, break out, break away, burst, erupt, break off, discontinue, stop, break in, better, unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, give away, let out, fail, go bad, give way, die, give out, conk out, go, break down, dampen, damp, soften, weaken, part, split, break up, demote, bump, relegate, kick downstairs, bankrupt, ruin, smash, collapse, fall in, cave in, give, founder, break dance, break-dance, wear, wear out, snap off, get out, get around, intermit, recrudesce, develop, crack, check"
electric,"electric, electric automobile, electric car, electrical, galvanic, galvanizing, galvanising"
doctor,"doctor, doc, physician, MD, Dr., medico, Doctor of the Church, Doctor, sophisticate, doctor up, repair, mend, fix, bushel, furbish up, restore, touch on"
result,"consequence, effect, outcome, result, event, issue, upshot, solution, answer, resolution, solvent, resultant, final result, termination, resultant role, ensue, leave, lead"
reinstated,"reinstate, restore, reestablish"
direct,"direct, target, aim, place, point, lead, take, conduct, guide, send, train, take aim, calculate, steer, maneuver, manoeuver, manoeuvre, head, channelize, channelise, address, mastermind, engineer, organize, organise, orchestrate, unmediated, lineal, verbatim, directly, straight"
monkey,"monkey, imp, scamp, rascal, rapscallion, scalawag, scallywag, tamper, fiddle, putter, mess around, potter, tinker, monkey around, muck about, muck around"
funny,"funny story, good story, funny remark, funny, amusing, comic, comical, laughable, mirthful, risible, curious, odd, peculiar, queer, rum, rummy, singular, fishy, shady, suspect, suspicious"
fumed,"fume, smoke, fumigate, reek, fumed"
boss,"foreman, chief, gaffer, honcho, boss, hirer, party boss, political boss, knob, Bos, genus Bos, emboss, stamp, brag"
recess,"deferral, recess, recession, niche, corner, inlet, respite, break, time out, adjourn, break up"
intoned,"tone, chant, intone, intonate, cantillate, chantlike, intoned, singsong"
seriously,"seriously, earnestly, in earnest, badly, severely, gravely"
graders,grader
coast,"seashore, coast, seacoast, sea-coast, slide, glide"
teasing,"tease, teasing, ribbing, tantalization, comb-out, badger, pester, bug, beleaguer, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, ride, tease apart, loosen, card, fluff, mocking, quizzical, annoying, bothersome, galling, irritating, nettlesome, pesky, pestering, pestiferous, plaguy, plaguey, vexatious, vexing"
tv,"television, telecasting, TV, video, television receiver, television set, tv, tv set, idiot box, boob tube, telly, goggle box"
rigid,"rigid, stiff, strict, inflexible, unbending, fixed, set"
wrong,"wrong, wrongfulness, legal injury, damage, incorrect, improper, amiss, awry, haywire, ill-timed, unseasonable, untimely, faulty, incorrectly, wrongly"
sardine,"sardine, pilchard, sard, sardius, Sardina pilchardus"
swallowed,"swallow, get down, immerse, swallow up, bury, eat up, take back, unsay, withdraw, accept, live with"
green,"green, greenness, viridity, park, commons, common, Green, William Green, Green River, putting green, putting surface, greens, leafy vegetable, K, jet, super acid, special K, honey oil, cat valium, super C, greenish, light-green, dark-green, unripe, unripened, immature, fleeceable, gullible"
sick,"sick, vomit, vomit up, purge, cast, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up, ill, nauseated, nauseous, queasy, sickish, brainsick, crazy, demented, disturbed, mad, unbalanced, unhinged, disgusted, fed up, sick of, tired of, pale, pallid, wan, ghastly, grim, grisly, gruesome, macabre"
pantomimed,"mime, pantomime"
drawing,"drawing, draftsmanship, drafting, lottery, drawing off, draft, draught, pull, draw, force, reap, trace, line, describe, delineate, make, pull out, get out, take out, depict, puff, drag, withdraw, draw off, cast, get, quarter, draw and quarter, absorb, suck, imbibe, soak up, sop up, suck up, take in, take up, attract, pull in, draw in, string, thread, pull back, guide, run, pass, tie, disembowel, eviscerate"
line,"line, argumentation, logical argument, argument, line of reasoning, cable, transmission line, course, wrinkle, furrow, crease, crinkle, seam, pipeline, railway line, rail line, telephone line, phone line, telephone circuit, subscriber line, lineage, line of descent, descent, bloodline, blood line, blood, pedigree, ancestry, origin, parentage, stemma, stock, occupation, business, job, line of work, channel, communication channel, product line, line of products, line of merchandise, business line, line of business, agate line, credit line, line of credit, bank line, personal credit line, personal line of credit, tune, melody, air, strain, melodic line, melodic phrase, note, short letter, billet, dividing line, demarcation, contrast, production line, assembly line, run along, trace, draw, describe, delineate"
sewing,"sewing, stitching, stitchery, sew, run up, sew together, stitch, tailor, tailor-make"
button,"button, push button, push, clitoris, clit, release"
shirts,shirt
badly,"badly, severely, gravely, seriously, ill, poorly, mischievously, naughtily, bad, disadvantageously"
risk,"hazard, jeopardy, peril, risk, endangerment, danger, risk of infection, risk of exposure, put on the line, lay on the line, gamble, chance, take chances, adventure, run a risk, take a chance"
asking,"request, asking, ask, inquire, enquire, require, expect, necessitate, postulate, need, take, involve, call for, demand"
freckle,"freckle, lentigo"
sniffled,"snivel, sniffle, blubber, blub, snuffle, sniff"
clean,"clean and jerk, clean, make clean, pick, houseclean, clean house, cleanse, strip, scavenge, clear, light, unclouded, fresh, uncontaminating, unobjectionable, uninfected, clean-living, fair, blank, white, sporting, sporty, sportsmanlike, neat, plumb, plum, fairly"
galloping,"gallop, extend"
pounding,"pounding, buffeting, throb, throbbing, hammer, pound, hammering, thump, poke, ram, ram down, lumber, beat, pound off, pound up, impound"
bus,"bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle, bus topology, busbar, jalopy, heap"
teased,"tease, badger, pester, bug, beleaguer, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, ride, tease apart, loosen, card, fluff, teased, titillated"
practically,"practically, much"
scalped,scalp
loud,"loud, brassy, cheap, flash, flashy, garish, gaudy, gimcrack, meretricious, tacky, tatty, tawdry, trashy, forte, loudly, aloud"
screaming,"scream, screaming, shriek, shrieking, screech, screeching, shout, shout out, cry, call, yell, holler, hollo, squall, hilarious, uproarious"
homework,"homework, prep, preparation"
tree,"tree, tree diagram, Tree, Sir Herbert Beerbohm Tree, corner, shoetree"
elm,"elm, elm tree, elmwood"
uncertain,"uncertain, unsure, incertain, unsealed, changeable, unsettled"
different,"different, unlike, dissimilar"
mimeographed,"mimeograph, mimeo"
weekly,"weekly, hebdomadal, hebdomadary, hebdomadally, every week, each week"
nights,"night, nighttime, dark, Nox, Night"
bulletin,bulletin
ago,"ago, agone"
ran,"run, scat, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away, go, pass, lead, extend, operate, flow, feed, course, function, work, range, campaign, play, tend, be given, lean, incline, prevail, persist, die hard, endure, execute, carry, guide, draw, black market, bleed, run for, consort, ply, hunt, hunt down, track down, race, move, melt, melt down, ladder, unravel"
banana,"banana, banana tree"
indignation,"indignation, outrage"
gasped,"pant, puff, gasp, heave"
pouted,"sulk, pout, brood, mop, mow"
clip,"cartridge holder, cartridge clip, clip, magazine, time, clipping, snip, nip, nip off, snip off, trot, jog, crop, trim, lop, dress, prune, cut back, curtail, cut short"
palms,"palm, thenar, palm tree, decoration, laurel wreath, medal, medallion, ribbon, handle"
pant,"pant, trouser, gasp, puff, heave"
stains,"stain, discoloration, discolouration, dirt, filth, grime, soil, grease, grunge, mark, stigma, brand, blot, smear, smirch, spot, tarnish, maculate, sully, defile"
sweat,"perspiration, sweat, sudor, fret, stew, lather, swither, effort, elbow grease, exertion, travail, sudate, perspire"
actually,"actually, really, in reality"
scowling,"scowl, beetle-browed, scowling"
fair,"carnival, fair, funfair, bazaar, just, fairish, reasonable, bonny, bonnie, comely, sightly, average, mediocre, middling, clean, honest, fairly, evenhandedly"
sliding,"skid, slip, slue, slew, slide, slither, sliding"
newsman,"reporter, newsman, newsperson"
famous,"celebrated, famed, far-famed, famous, illustrious, notable, noted, renowned"
investigated,"investigate, look into, inquire, enquire"
fall,"fall, autumn, spill, tumble, Fall, descent, declivity, decline, declination, declension, downslope, downfall, capitulation, surrender, twilight, dusk, gloaming, gloam, nightfall, evenfall, crepuscule, crepuscle, pin, drop, dip, free fall, descend, go down, come down, come, precipitate, shine, strike, decrease, diminish, lessen, accrue, light, return, pass, devolve, fall down, hang, flow, settle"
asleep,"asleep, benumbed, numb, at peace, at rest, deceased, departed, gone"
repeating,"repetition, repeating, repeat, reiterate, ingeminate, iterate, restate, retell, duplicate, reduplicate, double, replicate, recur, echo, take over, reprise, reprize, recapitulate"
wished,"wish, care, like, wish well, bid"
stale,"stale, cold, dusty, moth-eaten"
shield,"shield, buckler, carapace, shell, cuticle, screen, harbor, harbour"
difference,"difference, deviation, divergence, departure, dispute, difference of opinion, conflict, remainder"
boards,"boards, board, plank, table, display panel, display board, dining table, control panel, instrument panel, control board, panel, circuit board, circuit card, card, plug-in, add-in, gameboard, get on, room"
apologize,"apologize, apologise, excuse, justify, rationalize, rationalise"
uh,
special,"special, particular, peculiar, especial, exceptional, limited, extra"
guessed,"think, opine, suppose, imagine, reckon, guess, venture, pretend, hazard, estimate, gauge, approximate, judge, infer"
fix,"fix, hole, jam, mess, muddle, pickle, kettle of fish, repair, fixing, fixture, mend, mending, reparation, localization, localisation, location, locating, bushel, doctor, furbish up, restore, touch on, fasten, secure, specify, set, determine, define, limit, cook, ready, make, prepare, pay back, pay off, get, fixate, sterilize, sterilise, desex, unsex, desexualize, desexualise, situate, posit, deposit, set up, gear up"
garage,"garage, service department"
cutting,"film editing, cutting, slip, cut, clipping, newspaper clipping, press clipping, press cutting, carving, thinning, cutting off, reduce, cut down, cut back, trim, trim down, trim back, bring down, swerve, sheer, curve, trend, veer, slue, slew, tailor, write out, issue, make out, edit, edit out, skip, hack, burn, switch off, turn off, turn out, ignore, disregard, snub, prune, rationalize, rationalise, cut off, abridge, foreshorten, abbreviate, shorten, contract, dilute, thin, thin out, geld, edged, stinging, bleak, raw, keen, knifelike, piercing, stabbing, lancinate, lancinating"
sanding,"sandpaper, sand"
unlike,"unlike, dissimilar, different"
putting,"putt, putting, put, set, place, pose, position, lay, frame, redact, cast, couch, assign, invest, commit, arrange, set up, order"
organized,"form, organize, organise, mastermind, engineer, direct, orchestrate, coordinate, prepare, devise, get up, machinate, unionize, unionise, organized, organised, unionized, unionised"
tools,"tool, instrument, creature, puppet, cock, prick, dick, shaft, pecker, peter, putz, joyride, tool around"
arrested,"collar, nail, apprehend, arrest, pick up, nab, cop, check, turn back, stop, contain, hold back, catch, get, halt, hold"
knowing,"knowing, know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, wise, wise to, intentional, knowledgeable, learned, lettered, well-educated, well-read"
tired,"tire, pall, weary, fatigue, jade, wear upon, tire out, wear, wear out, outwear, wear down, fag out, fag, run down, exhaust, play out, sap, bore, tired, banal, commonplace, hackneyed, old-hat, shopworn, stock, threadbare, timeworn, trite, well-worn"
wild,"wild, natural state, state of nature, wilderness, untamed, violent, baseless, groundless, idle, unfounded, unwarranted, raving mad, hazardous, risky, fantastic, godforsaken, waste, crazy, dotty, gaga, barbarian, barbaric, savage, uncivilized, uncivilised, angry, furious, raging, tempestuous, rampantly"
comics,"comic strip, cartoon strip, strip, funnies, comedian, comic"
heavily,"heavily, to a great extent, heavy, intemperately, hard"
photo,"photograph, photo, exposure, picture, pic"
framed,"frame, frame in, border, ensnare, entrap, set up, redact, cast, put, couch, compose, draw up, frame up, framed"
bookshelves,bookshelf
build,"physique, build, body-build, habitus, human body, physical body, material body, soma, figure, anatomy, shape, bod, chassis, frame, form, flesh, construct, make, build up, work up, progress, establish, ramp up"
practiced,"practice, practise, exercise, do, drill, rehearse, apply, use, commit, adept, expert, good, practiced, proficient, skillful, skilful, practised"
wiping,"wipe, pass over"
slipped,"steal, slip, skid, slue, slew, slide, drop off, drop away, fall away, err, mistake, sneak, slip one's mind, dislocate, luxate, splay"
olive,"olive, European olive tree, Olea europaea"
doubtfully,"doubtfully, dubiously"
surplus,"excess, surplus, surplusage, nimiety, extra, redundant, spare, supererogatory, superfluous, supernumerary"
army,"army, regular army, ground forces, United States Army, US Army, U. S. Army, Army, USA"
quarter,"one-fourth, fourth, one-quarter, quarter, fourth part, twenty-five percent, quartern, stern, after part, poop, tail, billet, canton, draw, draw and quarter"
destroy,"destroy, destruct, ruin, demolish, put down"
magical,"charming, magic, magical, sorcerous, witching, wizard, wizardly"
feat,"feat, effort, exploit"
fascinated,"intrigue, fascinate, transfix, grip, spellbind, capture, enamour, trance, catch, becharm, enamor, captivate, beguile, charm, bewitch, entrance, enchant, fascinated, hypnotized, hypnotised, mesmerized, mesmerised, spellbound, spell-bound, transfixed"
performing,"acting, playing, playacting, performing, perform, execute, do"
hanging,"hanging, wall hanging, suspension, dangling, hang, hang up, string up, fall, flow, attend, advert, pay heed, give ear, cling"
colic,"colic, intestinal colic, gripes, griping"
presents,"present, nowadays, present tense, show, demo, exhibit, demonstrate, represent, lay out, stage, submit, pose, award, give, gift, deliver, introduce, acquaint, portray, confront, face, salute"
rash,"rash, roseola, efflorescence, skin rash, blizzard, foolhardy, heady, reckless"
desperately,"urgently, desperately"
socks,"sock, windsock, wind sock, air sock, air-sleeve, wind sleeve, wind cone, drogue, bop, whop, whap, bonk, bash"
sneered,sneer
developed,"develop, evolve, germinate, acquire, grow, produce, get, originate, arise, rise, uprise, spring up, build up, explicate, formulate, train, prepare, educate, modernize, modernise, make grow, break, recrudesce, developed, highly-developed"
brave,"brave, weather, endure, brave out, courageous, audacious, dauntless, fearless, hardy, intrepid, unfearing, braw, gay"
squat,"knee bend, squat, squatting, jack, doodly-squat, diddly-squat, diddlysquat, diddly-shit, diddlyshit, diddly, diddley, shit, crouch, scrunch, scrunch up, hunker, hunker down, chunky, dumpy, low-set, squatty, stumpy, underslung"
whirled,"twirl, swirl, twiddle, whirl, birl, spin, eddy, purl, whirlpool, spin around, reel, gyrate, tumble, whirl around"
dream,"dream, dreaming, ambition, aspiration, pipe dream, daydream, woolgather, stargaze"
highchair,"highchair, feeding chair"
pleaded,plead
nurses,"nurse, nanny, nursemaid, harbor, harbour, hold, entertain, breastfeed, suckle, suck, wet-nurse, lactate, give suck"
jars,"jar, jarful, jolt, jounce, shock, clash, collide, shake up, bump around"
switched,"switch over, switch, exchange, trade, swap, swop, shift, change, change over, throw, flip, interchange, tack, alternate, flip-flop"
grace,"grace, saving grace, state of grace, gracility, seemliness, good will, goodwill, Grace, blessing, thanksgiving, grace of God, free grace, decorate, adorn, ornament, embellish, beautify, deck"
coffee,"coffee, java, coffee tree, coffee bean, coffee berry, chocolate, deep brown, umber, burnt umber"
sip,sip
horrible,"atrocious, frightful, horrifying, horrible, ugly"
diaper,"diaper, nappy, napkin"
salt,"salt, table salt, common salt, Strategic Arms Limitation Talks, SALT, saltiness, salinity"
song,"song, vocal, strain, birdcall, call, birdsong, Sung, Sung dynasty, Song, Song dynasty"
cherry,"cherry, cherry tree, cerise, cherry red, red, reddish, ruddy, blood-red, carmine, cherry-red, crimson, ruby, ruby-red, scarlet"
imitating,"imitate, copy, simulate"
polkaed,polka
pretzel,pretzel
salty,"piquant, salty"
favorite,"favorite, favourite, darling, pet, dearie, deary, ducky, front-runner, favored, best-loved, preferred, preferent"
weapon,"weapon, arm, weapon system, artillery"
wrinkle,"wrinkle, furrow, crease, crinkle, seam, line, purse, ruckle, scrunch, scrunch up, crisp, rumple, crumple"
ironing,"ironing, iron, iron out, press"
spending,"spending, disbursement, disbursal, outlay, outgo, expenditure, spend, pass, expend, drop"
tablecloths,tablecloth
announced,"announce, denote, declare, annunciate, harbinger, foretell, herald, announced, proclaimed"
moved,"travel, go, move, locomote, displace, proceed, be active, act, affect, impress, strike, motivate, actuate, propel, prompt, incite, run, make a motion, moved, affected, stirred, touched"
lines,"line, argumentation, logical argument, argument, line of reasoning, cable, transmission line, course, wrinkle, furrow, crease, crinkle, seam, pipeline, railway line, rail line, telephone line, phone line, telephone circuit, subscriber line, lineage, line of descent, descent, bloodline, blood line, blood, pedigree, ancestry, origin, parentage, stemma, stock, occupation, business, job, line of work, channel, communication channel, product line, line of products, line of merchandise, business line, line of business, agate line, credit line, line of credit, bank line, personal credit line, personal line of credit, tune, melody, air, strain, melodic line, melodic phrase, note, short letter, billet, dividing line, demarcation, contrast, production line, assembly line, run along, trace, draw, describe, delineate"
turkey,"turkey, Meleagris gallopavo, Turkey, Republic of Turkey, joker, bomb, dud"
differently,"differently, otherwise, other than"
social,"sociable, social, mixer, societal"
deeper,"deep, bass, rich, thick, cryptic, cryptical, inscrutable, mysterious, mystifying, abstruse, recondite, profoundly, deeply"
weird,"Wyrd, Weird, eldritch, weird, uncanny, unearthly"
squealed,"squeal, oink, confess, fink"
stepped,"step, tread, mistreat, maltreat, abuse, ill-use, ill-treat, pace"
bake,"bake, broil"
cookies,"cookie, cooky, biscuit"
milk,"milk, Milk, Milk River"
dinnertime,"dinnertime, suppertime"
him”—he,
bells,"bell, doorbell, buzzer, toll, ship's bell, bell shape, campana, Bell, Melville Bell, Alexander Melville Bell, Vanessa Bell, Vanessa Stephen, Alexander Bell, Alexander Graham Bell, chime, gong"
sink,"sink, sinkhole, swallow hole, cesspool, cesspit, sump, drop, drop down, pass, lapse, settle, go down, go under, subside, dip, slump, fall off, slide down, bury"
piled,"stack, pile, heap, throng, mob, pack, jam"
breakfast,breakfast
popped,"start, protrude, pop, pop out, bulge, bulge out, bug out, come out, crop up, pop up, toss off, bolt down, belt down, pour down, down, drink down, kill"
celebrate,"observe, celebrate, keep, fete, lionize, lionise"
dining,"dining, dine, boom, din"
ironed,"iron, iron out, press, ironed"
freshly,"newly, freshly, fresh, new, impertinently, saucily, pertly, impudently"
patients,"patient, affected role, patient role"
hazel,"hazel, hazel tree, Pomaderris apetala, hazelnut, hazelnut tree"
nose,"nose, olfactory organ, nozzle, intrude, horn in, pry, poke, scent, wind, nuzzle"
pert,"impertinent, irreverent, pert, saucy"
lugged,"lug, tote, tug, stuff, choke up, block"
steps,"stairs, steps, measure, step, footstep, pace, stride, stair, gradation, stone's throw, footfall, tone, whole tone, whole step, footprint, footmark, dance step, tread, mistreat, maltreat, abuse, ill-use, ill-treat"
joy,"joy, joyousness, joyfulness, delight, pleasure, rejoice, gladden"
angels,"angel, saint, holy man, holy person, backer, Angel, Angel Falls"
rudolph,
straight,"heterosexual, heterosexual person, straight person, straight, straightaway, consecutive, unbent, unbowed, square, uncoiled, true, straightforward, neat, full-strength, directly, direct, flat"
condition,"condition, status, precondition, stipulation, circumstance, consideration, shape, term, experimental condition, discipline, train, check, stipulate, qualify, specify"
chuck,"chow, chuck, eats, grub, toss, ditch, pat, vomit, vomit up, purge, cast, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, upchuck, honk, regurgitate, throw up"
dug,"dug, dig, delve, cut into, turn over, dig out, labor, labour, toil, fag, travail, grind, drudge, moil, dig up, excavate, hollow, jab, prod, stab, poke, grok, get the picture, comprehend, savvy, grasp, compass, apprehend"
revealing,"disclosure, revelation, revealing, uncover, bring out, unveil, reveal, unwrap, disclose, let on, discover, expose, divulge, break, give away, let out, telling, telltale"
belly,"abdomen, venter, stomach, belly, paunch, belly out"
wool,"wool, woolen, woollen, fleece"
