Word,Synonyms
bow,"bow, bowknot, fore, prow, stem, arc, bowing, obeisance, curtain call, bow down, submit, defer, accede, give in, crouch, stoop, bend"
rearing,"raising, rearing, nurture, breeding, bringing up, fostering, fosterage, upbringing, rear, rise up, raise, bring up, parent, rise, lift, erect, set up, put up, rampant"
horses,"horse, Equus caballus, gymnastic horse, cavalry, horse cavalry, sawhorse, sawbuck, buck, knight"
statues,statue
copper,"copper, Cu, atomic number 29, bull, cop, fuzz, pig, copper color"
stores,"shop, store, stock, fund, memory, computer memory, storage, computer storage, memory board, storehouse, depot, entrepot, hive away, lay in, put in, salt away, stack away, stash away"
wrong,"wrong, wrongfulness, legal injury, damage, incorrect, improper, amiss, awry, haywire, ill-timed, unseasonable, untimely, faulty, incorrectly, wrongly"
stomped,"stomp, stamp, stump"
longing,"longing, yearning, hungriness, hanker, long, yearn"
singers,"singer, vocalist, vocalizer, vocaliser, Singer, Isaac M. Singer, Isaac Merrit Singer, Isaac Bashevis Singer"
thin,"thin, dilute, thin out, reduce, cut, melt off, lose weight, slim, slenderize, slim down, lean, slender, sparse, flimsy, fragile, slight, tenuous, thinly"
advertising,"ad, advertisement, advertizement, advertising, advertizing, advert, publicizing, advertise, publicize, advertize, publicise, promote, push"
waltz,"walk-in, waltz, valse, waltz around"
slow,"decelerate, slow, slow down, slow up, retard, slack, slacken, dense, dim, dull, dumb, obtuse, boring, deadening, ho-hum, irksome, tedious, tiresome, wearisome, sluggish, slowly, easy, tardily, behind"
cheered,"cheer, hearten, recreate, embolden, cheer up, jolly along, jolly up, chirk up, root on, inspire, urge, barrack, urge on, exhort, pep up"
directly,"directly, straight, direct, immediately, instantly, straightaway, straight off, now, right away, at once, forthwith, like a shot, flat"
pedal,"pedal point, pedal, treadle, foot pedal, foot lever, bicycle, cycle, bike, wheel"
decided,"decide, make up one's mind, determine, settle, resolve, adjudicate, distinct, decided"
drew,"Drew, John Drew, pull, draw, force, reap, trace, line, describe, delineate, make, pull out, get out, take out, depict, puff, drag, withdraw, draw off, cast, get, quarter, draw and quarter, absorb, suck, imbibe, soak up, sop up, suck up, take in, take up, attract, pull in, draw in, string, thread, pull back, guide, run, pass, tie, disembowel, eviscerate"
kind,"kind, sort, form, variety, genial, tolerant"
cliché,
crossed,"traverse, track, cover, cross, pass over, get over, get across, cut through, cut across, intersect, thwart, queer, spoil, scotch, foil, frustrate, baffle, bilk, span, sweep, crossbreed, hybridize, hybridise, interbreed, crossed"
exhausted,"exhaust, wash up, beat, tucker, tucker out, consume, eat up, use up, eat, deplete, run through, wipe out, run down, play out, sap, tire, discharge, expel, eject, release, exhausted, dog-tired, fagged, fatigued, played out, spent, washed-out, worn-out, worn out"
repeated,"repeat, reiterate, ingeminate, iterate, restate, retell, duplicate, reduplicate, double, replicate, recur, echo, take over, reprise, reprize, recapitulate, perennial, recurrent, repeated"
hushed,"hush, quieten, silence, still, shut up, hush up, quiet, quiesce, quiet down, pipe down, hushed, muted, subdued"
simply,"merely, simply, just, only, but, plainly"
answer,"answer, reply, response, solution, result, resolution, solvent, respond, resolve, suffice, do, serve"
news,"news, intelligence, tidings, word, news program, news show, newsworthiness"
fix,"fix, hole, jam, mess, muddle, pickle, kettle of fish, repair, fixing, fixture, mend, mending, reparation, localization, localisation, location, locating, bushel, doctor, furbish up, restore, touch on, fasten, secure, specify, set, determine, define, limit, cook, ready, make, prepare, pay back, pay off, get, fixate, sterilize, sterilise, desex, unsex, desexualize, desexualise, situate, posit, deposit, set up, gear up"
soda,"sodium carbonate, washing soda, sal soda, soda ash, soda, pop, soda pop, soda water, tonic"
ginger,"ginger, powdered ginger, gingerroot, pep, peppiness, gingery"
works,"plant, works, industrial plant, whole shebang, whole kit and caboodle, kit and caboodle, whole kit and boodle, kit and boodle, whole kit, whole caboodle, whole works, full treatment, deeds, workings, work, piece of work, employment, study, workplace, oeuvre, body of work, do work, act, function, operate, go, run, work on, process, exercise, work out, make, bring, play, wreak, make for, put to work, cultivate, crop, influence, act upon, shape, form, mold, mould, forge, knead, exploit, solve, figure out, puzzle out, lick, ferment, sour, turn"
village,"village, small town, settlement, hamlet, Greenwich Village, Village"
territory,"district, territory, territorial dominion, dominion, soil"
getting,"acquiring, getting, get, acquire, become, go, let, have, receive, find, obtain, incur, arrive, come, bring, convey, fetch, experience, pay back, pay off, fix, make, induce, stimulate, cause, catch, capture, grow, develop, produce, contract, take, drive, aim, arrest, scram, buzz off, fuck off, bugger off, get under one's skin, draw, perplex, vex, stick, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound, get down, begin, start out, start, set about, set out, commence, suffer, sustain, beget, engender, father, mother, sire, generate, bring forth"
dressed,"dress, get dressed, clothe, enclothe, garb, raiment, tog, garment, habilitate, fit out, apparel, dress up, preen, primp, plume, dress out, line up, trim, garnish, decorate, snip, clip, crop, lop, prune, cut back, groom, curry, arrange, set, do, coif, coiffe, coiffure, appareled, attired, dressed, garbed, garmented, habilimented, robed, polished, dressed-up, dressed to the nines, dressed to kill, dolled up, spruced up, spiffed up, togged up"
sight,"sight, vision, visual sense, visual modality, ken, view, survey, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, plenty, pot, quite a little, raft, slew, spate, stack, tidy sum, wad, spy"
cursive,"longhand, running hand, cursive, cursive script"
thigh,"thigh, second joint"
hope,"hope, promise, Hope, Bob Hope, Leslie Townes Hope, trust, desire, go for"
pushed,"push, force, bear on, advertise, advertize, promote, tug, labor, labour, drive, crowd, crusade, fight, press, campaign, agitate"
sing,"sing, whistle, spill the beans, let the cat out of the bag, talk, tattle, blab, peach, babble, babble out, blab out"
address,"address, computer address, reference, speech, destination, name and address, savoir-faire, turn to, speak, direct, call, cover, treat, handle, plow, deal, accost, come up to"
letters,"letters, letter, missive, letter of the alphabet, alphabetic character, varsity letter"
formed,"form, organize, organise, constitute, make, take form, take shape, spring, shape, work, mold, mould, forge, imprint, formed"
admitted,"admit, acknowledge, allow in, let in, intromit, include, accept, take, take on, allow, accommodate, hold"
contained,"incorporate, contain, comprise, hold, bear, carry, control, hold in, check, curb, moderate, take, turn back, arrest, stop, hold back, contained"
healthy,"healthy, salubrious, good for you, intelligent, levelheaded, level-headed, sound, goodly, goodish, hefty, respectable, sizable, sizeable, tidy"
recreate,"animate, recreate, reanimate, revive, renovate, repair, quicken, vivify, revivify, play, cheer, hearten, embolden"
sneak,"sneak, prowler, stalker, fink, snitch, snitcher, stoolpigeon, stool pigeon, stoolie, sneaker, canary, mouse, creep, pussyfoot, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, filch, nobble, lift, slip, furtive, sneaky, stealthy, surreptitious"
land,"land, ground, soil, domain, demesne, dry land, earth, solid ground, terra firma, country, state, kingdom, realm, estate, landed estate, acres, nation, commonwealth, res publica, body politic, Land, Din Land, Edwin Herbert Land, farming, set down, put down, bring down, bring, set ashore, shore, down, shoot down"
peacekeeper,peacekeeper
forces,"force, forcefulness, strength, personnel, military unit, military force, military group, violence, power, effect, force out, force-out, force play, coerce, hale, squeeze, pressure, impel, push, thrust, wedge, drive, ram, pull, draw, storm"
connected,"connect, link, tie, link up, associate, tie in, relate, colligate, join, unite, get in touch, touch base, plug in, plug into, affiliated, attached, connected, machine-accessible"
seen,"see, understand, realize, realise, witness, find, visualize, visualise, envision, project, fancy, figure, picture, image, consider, reckon, view, regard, learn, hear, get word, get wind, pick up, find out, get a line, discover, watch, catch, take in, meet, run into, encounter, run across, come across, determine, check, ascertain, insure, see to it, ensure, control, assure, visit, attend, take care, look, go steady, go out, date, examine, experience, go through, escort, interpret, construe"
sip,sip
outskirts,"outskirts, outskirt, fringe"
draped,"drape, clothe, cloak, robe, cloaked, clothed, draped, mantled, wrapped"
five-,
bottles,"bottle, bottleful, feeding bottle, nursing bottle"
paraphrased,"paraphrase, rephrase, reword"
studied,"analyze, analyse, study, examine, canvass, canvas, consider, learn, read, take, hit the books, meditate, contemplate, studied"
letter,"letter, missive, letter of the alphabet, alphabetic character, varsity letter"
envelope,"envelope, gasbag"
shoulders,"shoulder, shoulder joint, articulatio humeri, berm"
interrupted,"interrupt, disrupt, break up, cut off, disturb, break, interrupted, fitful, off-and-on"
dangerous,"dangerous, unsafe, grave, grievous, serious, severe, life-threatening"
knows,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk"
refill,"refill, replenish, fill again"
zipping,"zip up, zipper, zip, travel rapidly, speed, hurry"
ignored,"ignore, disregard, snub, cut, dismiss, brush aside, brush off, discount, push aside, neglect, ignored, neglected, unheeded"
sorry,"regretful, sorry, bad, deplorable, distressing, lamentable, pitiful, sad, good-for-nothing, good-for-naught, meritless, no-account, no-count, no-good, blue, dark, dingy, disconsolate, dismal, gloomy, grim, drab, drear, dreary"
blacktop,"blacktop, blacktopping"
worse,"worse, worsened, bad, big, tough, spoiled, spoilt, regretful, sorry, uncollectible, risky, high-risk, speculative, unfit, unsound, forged, defective"
grinned,grin
motion,"gesture, motion, movement, move, motility, question, apparent motion, apparent movement, gesticulate"
sprang,"jump, leap, bound, spring, form, take form, take shape, bounce, resile, take a hop, rebound, recoil, reverberate, ricochet"
chapter,chapter
expected,"expect, anticipate, ask, require, look, await, wait, have a bun in the oven, bear, carry, gestate, expected"
rode,"ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, drive, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount"
waitresses,"waitress, wait"
report,"report, study, written report, account, news report, story, write up, report card, composition, paper, theme, reputation, describe, cover"
disappoint,"disappoint, let down"
technicolor,technicolor
sad,"sad, deplorable, distressing, lamentable, pitiful, sorry"
bars,"parallel bars, bars, barroom, bar, saloon, ginmill, taproom, measure, prevention, legal profession, legal community, stripe, streak, cake, Browning automatic rifle, BAR, debar, exclude, barricade, block, blockade, stop, block off, block up, banish, relegate"
hugged,"embrace, hug, bosom, squeeze"
mugs,"mug, mugful, chump, fool, gull, mark, patsy, fall guy, sucker, soft touch, countenance, physiognomy, phiz, visage, kisser, smiler"
postmark,"postmark, frank"
cope,"header, coping, cope, get by, make out, make do, contend, grapple, deal, manage"
sees,"see, understand, realize, realise, witness, find, visualize, visualise, envision, project, fancy, figure, picture, image, consider, reckon, view, regard, learn, hear, get word, get wind, pick up, find out, get a line, discover, watch, catch, take in, meet, run into, encounter, run across, come across, determine, check, ascertain, insure, see to it, ensure, control, assure, visit, attend, take care, look, go steady, go out, date, examine, experience, go through, escort, interpret, construe"
plenty,"plenty, plentifulness, plenteousness, plenitude, plentitude, batch, deal, flock, good deal, great deal, hatful, heap, lot, mass, mess, mickle, mint, mountain, muckle, passel, peck, pile, pot, quite a little, raft, sight, slew, spate, stack, tidy sum, wad, enough"
needles,"acerate leaf, needle, phonograph needle, goad"
pig,"hog, pig, grunter, squealer, Sus scrofa, slob, sloven, slovenly person, bull, cop, copper, fuzz, pig bed, pig it, devour, guttle, raven, farrow"
hate,"hate, hatred, detest"
landmarks,"landmark, turning point, watershed"
register,"register, registry, cash register, file, record, read, show, cross-file"
route,"path, route, itinerary, road"
journals,"diary, journal, daybook"
display,"display, show, exhibit, showing, presentation, video display, expose"
flipped,"flip, toss, throw, switch, flick, thumb, riffle, leaf, riff, twitch, sky, pitch, flip over, turn over, flip out, interchange, tack, alternate, flip-flop"
entry,"entry, introduction, debut, first appearance, launching, unveiling, accounting entry, ledger entry, submission, entrance, entranceway, entryway, entree, entering, ingress, incoming"
raw,"raw, altogether, birthday suit, natural, rude, naked, crude, sensitive, sore, tender, bleak, cutting, unsanded, new, bare-assed, bare-ass, in the altogether, in the buff, in the raw, peeled, naked as a jaybird, stark naked"
diaries,"diary, journal"
obviously,"obviously, evidently, manifestly, patently, apparently, plainly, plain"
tourists,"tourist, tourer, holidaymaker"
reached,"reach, make, attain, hit, arrive at, gain, reach out, get through, get hold of, contact, achieve, accomplish, extend to, touch, get to, progress to, pass, hand, pass on, turn over, give, strive, strain"
worried,"worry, care, vex, concern, interest, occupy, disquieted, distressed, disturbed, upset, worried, apprehensive"
bug,"bug, glitch, hemipterous insect, hemipteran, hemipteron, microbe, germ, tease, badger, pester, beleaguer, wiretap, tap, intercept"
journal,"diary, journal, daybook"
catastrophes,"calamity, catastrophe, disaster, tragedy, cataclysm"
hospital,"hospital, infirmary"
participate,"participate, take part, enter"
advanced,"advance, progress, pass on, move on, march on, go on, throw out, boost, supercharge, promote, further, encourage, bring forward, gain, win, pull ahead, make headway, get ahead, gain ground, come on, come along, get on, get along, shape up, upgrade, kick upstairs, raise, elevate, set ahead, advanced, forward-looking, innovative, modern, sophisticated, ripe, in advance"
regretting,"repent, regret, rue"
offer,"offer, offering, crack, fling, go, pass, whirl, proffer, volunteer, extend, bid, tender, offer up, put up, provide, propose, declare oneself, pop the question"
sketch,"sketch, study, vignette, survey, resume, cartoon, chalk out, outline, adumbrate"
protect,protect
flashed,"flash, blink, wink, twinkle, winkle, flaunt, show off, ostentate, swank, dart, dash, scoot, scud, shoot"
hot,"hot, raging, blistering, red-hot, spicy, live"
pink,"pink, garden pink, pinko, tap, rap, knock, ping, pinkish"
doodling,doodle
kit,"kit, outfit, kit out, kit up"
bottle,"bottle, bottleful, feeding bottle, nursing bottle"
map,"map, function, mathematical function, single-valued function, mapping, map out, represent"
backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack, pack"
aid,"aid, assistance, help, assist, economic aid, financial aid, care, attention, tending"
course,"course, course of study, course of instruction, class, line, trend, course of action, path, track, form, grade, row, run, flow, feed, naturally, of course"
blocks,"block, city block, cube, mental block, pulley, pulley-block, pulley block, engine block, cylinder block, blockage, closure, occlusion, stop, stoppage, auction block, blocking, barricade, blockade, block off, block up, bar, obstruct, hinder, stymie, stymy, embarrass, halt, kibosh, jam, stuff, lug, choke up, obturate, impede, occlude, close up, parry, deflect, forget, blank out, draw a blank, freeze, immobilize, immobilise"
practiced,"practice, practise, exercise, do, drill, rehearse, apply, use, commit, adept, expert, good, practiced, proficient, skillful, skilful, practised"
downstairs,"downstairs, downstair, down the stairs, on a lower floor, below"
carrying,"transport, carry, pack, take, impart, conduct, transmit, convey, channel, express, hold, bear, contain, extend, behave, acquit, deport, comport, stock, stockpile, run, dribble, persuade, sway, post, have a bun in the oven, gestate, expect"
polka,polka
wanting,"desire, want, need, require, lacking, absent, missing, wanting, deficient"
rain,"rain, rainfall, rainwater, pelting, rain down"
cows,"cattle, cows, kine, oxen, Bos taurus, cow, moo-cow, overawe"
raining,"rain, rain down, raining"
dogs,"dog, domestic dog, Canis familiaris, frump, cad, bounder, blackguard, hound, heel, frank, frankfurter, hotdog, hot dog, wiener, wienerwurst, weenie, pawl, detent, click, andiron, firedog, dog-iron, chase, chase after, trail, tail, tag, give chase, go after, track"
cats,"cat, true cat, guy, hombre, bozo, kat, khat, qat, quat, Arabian tea, African tea, cat-o'-nine-tails, Caterpillar, big cat, computerized tomography, computed tomography, CT, computerized axial tomography, computed axial tomography, CAT, vomit, vomit up, purge, cast, sick, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up"
draw,"draw, drawing card, attraction, attractor, attracter, standoff, tie, lot, hook, hooking, draw play, draw poker, haul, haulage, pull, force, reap, trace, line, describe, delineate, make, pull out, get out, take out, depict, puff, drag, withdraw, draw off, cast, get, quarter, draw and quarter, absorb, suck, imbibe, soak up, sop up, suck up, take in, take up, attract, pull in, draw in, string, thread, pull back, guide, run, pass, disembowel, eviscerate"
assistants,"assistant, helper, help, supporter"
pecan,"pecan, pecan tree, Carya illinoensis, Carya illinoinsis"
ask,"ask, inquire, enquire, require, expect, necessitate, postulate, need, take, involve, call for, demand"
earshot,"earshot, earreach, hearing"
hmm,
gelato,
sundae,"ice-cream sundae, sundae"
golden,"aureate, gilded, gilt, gold, golden, halcyon, prosperous, fortunate, favorable, favourable, lucky"
butterscotch,butterscotch
trouble,"trouble, problem, fuss, bother, hassle, difficulty, worry, disturb, upset, put out, inconvenience, disoblige, discommode, incommode, perturb, unhinge, disquiet, cark, distract, disorder, trouble oneself, inconvenience oneself, ail, pain"
demonstrated,"show, demo, exhibit, present, demonstrate, prove, establish, shew, attest, certify, manifest, evidence, march, demonstrated"
curtsied,"curtsy, curtsey, bob"
toasted,"crispen, toast, crisp, drink, pledge, salute, wassail, toasted"
groaned,"groan, moan"
painter,"painter, cougar, puma, catamount, mountain lion, panther, Felis concolor"
pillows,"pillow, rest"
velvet,"velvet, velvety, velvet-textured"
windows,"Windows, window, windowpane"
surrounded,"surround, environ, ring, skirt, border, smother, besiege, beleaguer, hem in, circumvent, wall, palisade, fence, fence in, surrounded, encircled"
padded,"embroider, pad, lard, embellish, aggrandize, aggrandise, blow up, dramatize, dramatise, slog, footslog, plod, trudge, tramp, fill out, bolster, cushioned, cushiony, padded"
famous,"celebrated, famed, far-famed, famous, illustrious, notable, noted, renowned"
iced,"frost, ice"
coffee,"coffee, java, coffee tree, coffee bean, coffee berry, chocolate, deep brown, umber, burnt umber"
vanilla,"vanilla, vanilla extract"
specialty,"forte, strong suit, long suit, metier, specialty, speciality, strong point, strength, peculiarity, specialness, distinctiveness, specialization, specialisation, specialism"
almonds,"almond, sweet almond, Prunus dulcis, Prunus amygdalus, Amygdalus communis"
shop,"shop, store, workshop, shop class, patronize, patronise, shop at, buy at, frequent, sponsor, browse, denounce, tell on, betray, give away, rat, grass, shit, snitch, stag"
welcomes,"welcome, receive"
chattered,"chatter, click, chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chaffer, natter, gossip, jaw, claver, visit, piffle, palaver, prate, tittle-tattle, twaddle, clack, maunder, prattle, blab, gibber, tattle, blabber, gabble"
saw,"proverb, adage, saw, byword, power saw, sawing machine, see, understand, realize, realise, witness, find, visualize, visualise, envision, project, fancy, figure, picture, image, consider, reckon, view, regard, learn, hear, get word, get wind, pick up, find out, get a line, discover, watch, catch, take in, meet, run into, encounter, run across, come across, determine, check, ascertain, insure, see to it, ensure, control, assure, visit, attend, take care, look, go steady, go out, date, examine, experience, go through, escort, interpret, construe"
leaf,"leaf, leafage, foliage, folio, flick, flip, thumb, riffle, riff"
journey,"journey, journeying, travel"
easy,"easy, easygoing, leisurely, gentle, soft, comfortable, prosperous, well-fixed, well-heeled, well-off, well-situated, well-to-do, light, loose, promiscuous, sluttish, wanton, easily, slowly, slow, tardily"
benches,"bench, terrace, judiciary, workbench, work bench, Bench"
cubbies,"cubby, cubbyhole, snuggery, snug"
underneath,underneath
belongings,"property, belongings, holding, belonging, belong, go, belong to"
couples,"couple, twosome, duo, duet, mates, match, pair, twain, brace, span, yoke, couplet, distich, dyad, duad, mate, twin, couple on, couple up, pair off, partner off, copulate"
basics,"basics, rudiments, fundamentals, fundamental principle, basic principle, bedrock, BASIC, basic, staple"
completes,"complete, finish, dispatch, discharge, nail, fill out, fill in, make out"
gather,"gather, gathering, garner, collect, pull together, meet, assemble, forgather, foregather, accumulate, cumulate, conglomerate, pile up, amass, pucker, tuck, get together, gain"
lawyer,"lawyer, attorney"
teaching,"teaching, instruction, pedagogy, precept, commandment, education, didactics, educational activity, teach, learn, instruct"
split,"split, rip, rent, snag, tear, Split, stock split, split up, schism, divide, separate, dissever, carve up, cleave, rive, part, break, break up, burst, break open, disconnected, disunited, fragmented"
fruit,"fruit, yield"
bei,
willkommen,
problems,"problem, job, trouble"
invitation,invitation
waved,"beckon, wave, brandish, flourish, roll, undulate, flap, curl"
marble,marble
decent,"decent, nice, becoming, comely, comme il faut, decorous, seemly, adequate, enough, properly, decently, in good order, right, the right way"
dancer,"dancer, professional dancer, terpsichorean, social dancer"
honor,"award, accolade, honor, honour, laurels, purity, pureness, reward, respect, abide by, observe"
great,"great, outstanding, bang-up, bully, corking, cracking, dandy, groovy, keen, neat, nifty, not bad, peachy, slap-up, swell, smashing, capital, majuscule, big, enceinte, expectant, gravid, large, heavy, with child"
expertise,"expertness, expertise"
areas,"area, country, region, sphere, domain, orbit, field, arena, expanse, surface area"
traffic,"traffic, dealings"
oncoming,"onset, oncoming"
cars,"car, auto, automobile, machine, motorcar, railcar, railway car, railroad car, gondola, elevator car, cable car"
parked,"park, parked"
fallen,"fall, descend, go down, come down, come, precipitate, shine, strike, decrease, diminish, lessen, accrue, light, return, pass, devolve, fall down, hang, flow, settle, fallen"
ceilings,"ceiling, roof, cap"
carved,"carve, chip at, cut up, carved, carven"
floors,"floor, flooring, level, storey, story, base, trading floor, shock, ball over, blow out of the water, take aback, deck, coldcock, dump, knock down"
counts,"count, counting, numeration, enumeration, reckoning, tally, number, enumerate, numerate, matter, weigh, consider, bet, depend, look, calculate, reckon"
apologized,"apologize, apologise, excuse, justify, rationalize, rationalise"
specializes,"specialize, specialise, narrow, narrow down, specify, particularize, particularise, speciate, differentiate"
pineapple,"pineapple, pineapple plant, Ananas comosus, ananas"
hawaiian,Hawaiian
lovers,"lover, fan, buff, devotee"
scary,"chilling, scarey, scary, shivery, shuddery"
wove,"weave, interweave, tissue, waver, wind, thread, meander, wander"
carpool,
treat,"dainty, delicacy, goody, kickshaw, treat, handle, do by, process, care for, cover, plow, deal, address, regale"
squeezed,"squash, crush, squelch, mash, squeeze, wedge, force, coerce, hale, pressure, extort, rack, gouge, wring, thrust, stuff, shove, pinch, twinge, tweet, nip, twitch, embrace, hug, bosom, compress, constrict, compact, contract, press"
breathe,"breathe, take a breath, respire, suspire, rest, catch one's breath, take a breather, emit, pass off"
counted,"count, number, enumerate, numerate, matter, weigh, consider, bet, depend, look, calculate, reckon"
interest,"interest, involvement, sake, interestingness, stake, interest group, pastime, pursuit, concern, occupy, worry, matter to"
glad,"gladiolus, gladiola, glad, sword lily, happy, beaming"
wallet,"wallet, billfold, notecase, pocketbook"
tour,"tour, circuit, go, spell, turn, enlistment, hitch, term of enlistment, tour of duty, duty tour"
fact”—dad,
hurried,"travel rapidly, speed, hurry, zip, rush, hasten, look sharp, festinate, hurried"
square,"square, foursquare, second power, public square, lame, square toes, square up, feather, straight, hearty, satisfying, solid, substantial, straightforward, squarely"
seconds,"second, sec, s, moment, mo, minute, bit, second base, instant, arcsecond, secondment, endorsement, indorsement, second gear, irregular, back, endorse, indorse"
spare,"spare part, spare, fifth wheel, save, give up, part with, dispense with, trim, excess, extra, redundant, supererogatory, superfluous, supernumerary, surplus, free, bare, scanty, plain, unembellished, unornamented"
train,"train, railroad train, string, caravan, wagon train, gearing, gear, geartrain, power train, develop, prepare, educate, discipline, check, condition, groom, school, cultivate, civilize, civilise, aim, take, take aim, direct, coach, rail, trail"
cockroach,"cockroach, roach"
style,"manner, mode, style, way, fashion, expressive style, vogue, trend, dash, elan, flair, panache, stylus, title"
cobblestone,"cobble, cobblestone, sett"
streets,street
paint,"paint, pigment, key, rouge, blusher"
grounds,"evidence, grounds, yard, curtilage, cause, reason, land, dry land, earth, ground, solid ground, terra firma, footing, basis, background, soil, flat coat, primer, priming, primer coat, priming coat, undercoat, anchor, strand, run aground, prime, establish, base, found"
located,"locate, turn up, situate, place, site, settle, located, placed, set, situated"
distinctive,"distinctive, typical, classifiable"
certain,"certain, sure, sealed"
laws,"Torah, Pentateuch, Laws, law, jurisprudence, natural law, law of nature, legal philosophy, practice of law, police, police force, constabulary"
cemetery,"cemetery, graveyard, burial site, burial ground, burying ground, memorial park, necropolis"
layers,"layer, bed, level, stratum"
bodies,"body, organic structure, physical structure, dead body, torso, trunk, consistency, consistence, eubstance, soundbox, personify"
ground,"land, dry land, earth, ground, solid ground, terra firma, reason, footing, basis, background, soil, flat coat, primer, priming, primer coat, priming coat, undercoat, anchor, strand, run aground, prime, establish, base, found, crunch, cranch, craunch, grind, grate, labor, labour, toil, fag, travail, drudge, dig, moil, mash, bray, comminute"
monuments,"memorial, monument, repository"
historical,"historical, historic, diachronic"
purchase,"purchase, leverage, buy"
soil,"dirt, filth, grime, soil, stain, grease, grunge, land, ground, territory, dirty, begrime, colly, bemire"
graves,"Graves, Robert Graves, Robert Ranke Graves, grave, tomb, grave accent, Graf, Steffi Graf, Stephanie Graf, sculpt, sculpture, scratch, engrave, inscribe"
reused,"recycle, reprocess, reuse"
piece,"piece, part, musical composition, opus, composition, piece of music, bit, firearm, small-arm, slice, objet d'art, art object, while, spell, patch, man, assemble, put together, set up, tack, tack together, nibble, pick"
raised,"raise, lift, elevate, get up, bring up, grow, farm, produce, rear, nurture, parent, conjure, conjure up, invoke, evoke, stir, call down, arouse, put forward, call forth, erect, set up, put up, elicit, enkindle, kindle, fire, provoke, enhance, heighten, promote, upgrade, advance, kick upstairs, leaven, prove, recruit, levy, resurrect, upraise, raised, brocaded, embossed, elevated"
grinning,"smile, smiling, grin, grinning"
skeleton,"skeleton, skeleton in the closet, skeleton in the cupboard, skeletal system, frame, systema skeletale, skeletal frame, underframe"
rang,"ring, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border, band"
bell,"bell, doorbell, buzzer, toll, ship's bell, bell shape, campana, Bell, Melville Bell, Alexander Melville Bell, Vanessa Bell, Vanessa Stephen, Alexander Bell, Alexander Graham Bell, chime, gong"
currency,"currency, currentness, up-to-dateness"
require,"necessitate, ask, postulate, need, require, take, involve, call for, demand, expect, command, want"
clock,"clock, time"
higher,"higher, high, eminent, high-pitched, in high spirits, gamey, gamy, mellow"
dream,"dream, dreaming, ambition, aspiration, pipe dream, daydream, woolgather, stargaze"
paraded,"parade, exhibit, march, troop, promenade"
apostle,"apostle, Apostle, Apostelic Father"
chimed,chime
figurines,"figurine, statuette"
smoothly,"smoothly, swimmingly"
faces,"face, human face, expression, look, aspect, facial expression, side, grimace, font, fount, typeface, case, boldness, nerve, brass, cheek, confront, face up, front, present"
twins,"twins, Gemini, Gemini the Twins, Twins, twin, Twin, Twin Falls, counterpart, similitude, duplicate, parallel, match, mate, couple, pair"
double,"double, two-base hit, two-bagger, two-baser, stunt man, stunt woman, image, look-alike, doubling, duplicate, double over, double up, reduplicate, repeat, replicate, dual, twofold, two-fold, treble, threefold, three-fold, duple, doubled, bivalent, forked, doubly, twice"
king,"king, male monarch, Rex, queen, world-beater, baron, big businessman, business leader, magnate, mogul, power, top executive, tycoon, King, Billie Jean King, Billie Jean Moffitt King, B. B. King, Riley B King, Martin Luther King, Martin Luther King Jr."
bedrooms,"bedroom, sleeping room, sleeping accommodation, chamber, bedchamber"
dipped,"dunk, dip, souse, plunge, douse, dim, sink, duck, dipped, lordotic, swayback, swaybacked"
dial,"dial, telephone dial"
older,"aged, elderly, older, senior, elder, sr., old, erstwhile, former, onetime, one-time, quondam, sometime, honest-to-god, honest-to-goodness, sure-enough, Old, previous"
representing,"represent, stand for, correspond, typify, symbolize, symbolise, exemplify, constitute, make up, comprise, be, defend, interpret, act, play, stage, present, lay out, map"
moon,"Moon, moon, lunar month, lunation, synodic month, moonlight, moonshine, Sun Myung Moon, daydream, moon around, moon on"
giant,"giant, colossus, behemoth, heavyweight, titan, hulk, whale, goliath, monster, giant star, elephantine, gargantuan, jumbo"
cathedral,"cathedral, duomo"
central,"central, telephone exchange, exchange, cardinal, fundamental, key, primal"
courtyard,"court, courtyard"
sightsee,sightsee
